"행정구역(시군구)별","성별","연령별","항목","단위","2025 년",
"양천구","남자","19세","주민등록연앙인구","","2146.5",
"양천구","남자","20세","주민등록연앙인구","","2196.5",
"양천구","남자","21세","주민등록연앙인구","","2202",
"양천구","남자","22세","주민등록연앙인구","","2086.5",
"양천구","남자","23세","주민등록연앙인구","","2123.5",
"양천구","남자","24세","주민등록연앙인구","","2339",
"양천구","남자","25세","주민등록연앙인구","","2468",
"양천구","남자","26세","주민등록연앙인구","","2516",
"양천구","남자","27세","주민등록연앙인구","","2619.5",
"양천구","남자","28세","주민등록연앙인구","","2782",
"양천구","남자","29세","주민등록연앙인구","","2825.5",
"양천구","남자","30세","주민등록연앙인구","","2824.5",
"양천구","남자","31세","주민등록연앙인구","","2821.5",
"양천구","남자","32세","주민등록연앙인구","","2794.5",
"양천구","남자","33세","주민등록연앙인구","","2763.5",
"양천구","남자","34세","주민등록연앙인구","","2666.5",
"양천구","남자","35세","주민등록연앙인구","","2436.5",
"양천구","남자","36세","주민등록연앙인구","","2314",
"양천구","남자","37세","주민등록연앙인구","","2290.5",
"양천구","남자","38세","주민등록연앙인구","","2349.5",
"양천구","남자","39세","주민등록연앙인구","","2548",
"양천구","남자","40세","주민등록연앙인구","","2693.5",
"양천구","남자","41세","주민등록연앙인구","","2887",
"양천구","남자","42세","주민등록연앙인구","","3207.5",
"양천구","남자","43세","주민등록연앙인구","","3447",
"양천구","남자","44세","주민등록연앙인구","","3615.5",
"양천구","남자","45세","주민등록연앙인구","","3656",
"양천구","남자","46세","주민등록연앙인구","","3447.5",
"양천구","남자","47세","주민등록연앙인구","","3304",
"양천구","남자","48세","주민등록연앙인구","","3499.5",
"양천구","남자","49세","주민등록연앙인구","","3500.5",
"양천구","남자","50세","주민등록연앙인구","","3626.5",
"양천구","남자","51세","주민등록연앙인구","","3761",
"양천구","남자","52세","주민등록연앙인구","","3768.5",
"양천구","남자","53세","주민등록연앙인구","","3918",
"양천구","남자","54세","주민등록연앙인구","","3796.5",
"양천구","남자","55세","주민등록연앙인구","","3668.5",
"양천구","남자","56세","주민등록연앙인구","","3562.5",
"양천구","남자","57세","주민등록연앙인구","","3343.5",
"양천구","남자","58세","주민등록연앙인구","","3155.5",
"양천구","남자","59세","주민등록연앙인구","","3067.5",
"양천구","남자","60세","주민등록연앙인구","","3068.5",
"양천구","남자","61세","주민등록연앙인구","","2999",
"양천구","남자","62세","주민등록연앙인구","","3084",
"양천구","남자","63세","주민등록연앙인구","","3214.5",
"양천구","남자","64세","주민등록연앙인구","","3210",
"양천구","남자","65세","주민등록연앙인구","","3134.5",
"양천구","남자","66세","주민등록연앙인구","","2901",
"양천구","남자","67세","주민등록연앙인구","","2751.5",
"양천구","남자","68세","주민등록연앙인구","","2628",
"양천구","남자","69세","주민등록연앙인구","","2536",
"양천구","남자","70세","주민등록연앙인구","","2463",
"양천구","남자","71세","주민등록연앙인구","","2154.5",
"양천구","남자","72세","주민등록연앙인구","","2052.5",
"양천구","남자","73세","주민등록연앙인구","","1790",
"양천구","남자","74세","주민등록연앙인구","","1553.5",
"양천구","남자","75세","주민등록연앙인구","","1595.5",
"양천구","남자","76세","주민등록연앙인구","","1513.5",
"양천구","남자","77세","주민등록연앙인구","","1448.5",
"양천구","남자","78세","주민등록연앙인구","","1268",
"양천구","남자","79세","주민등록연앙인구","","988.5",
"양천구","남자","80세 이상","주민등록연앙인구","","5987.5",
"양천구","남자","80세","주민등록연앙인구","","853",
"양천구","남자","81세","주민등록연앙인구","","824.5",
"양천구","남자","82세","주민등록연앙인구","","841.5",
"양천구","남자","83세","주민등록연앙인구","","763",
"양천구","남자","84세","주민등록연앙인구","","566",
"양천구","남자","85세 이상","주민등록연앙인구","","2139.5",
"양천구","남자","85세","주민등록연앙인구","","465",
"양천구","남자","86세","주민등록연앙인구","","397",
"양천구","남자","87세","주민등록연앙인구","","331",
"양천구","남자","88세","주민등록연앙인구","","245",
"양천구","남자","89세","주민등록연앙인구","","186",
"양천구","남자","90세","주민등록연앙인구","","143",
"양천구","남자","91세","주민등록연앙인구","","109",
"양천구","남자","92세","주민등록연앙인구","","83",
"양천구","남자","93세","주민등록연앙인구","","47.5",
"양천구","남자","94세","주민등록연앙인구","","38",
"양천구","남자","95세","주민등록연앙인구","","28.5",
"양천구","남자","96세","주민등록연앙인구","","24",
"양천구","남자","97세","주민등록연앙인구","","20",
"양천구","남자","98세","주민등록연앙인구","","10.5",
"양천구","남자","99세","주민등록연앙인구","","3",
"양천구","남자","100세 이상","주민등록연앙인구","","9",
"양천구","여자","계","주민등록연앙인구","","218353.5",
"양천구","여자","0세","주민등록연앙인구","","766.5",
"양천구","여자","1세","주민등록연앙인구","","746.5",
"양천구","여자","2세","주민등록연앙인구","","763.5",
"양천구","여자","3세","주민등록연앙인구","","858.5",
"양천구","여자","4세","주민등록연앙인구","","946.5",
"양천구","여자","5세","주민등록연앙인구","","1023",
"양천구","여자","6세","주민등록연앙인구","","1228",
"양천구","여자","7세","주민등록연앙인구","","1456.5",
"양천구","여자","8세","주민등록연앙인구","","1665.5",
"양천구","여자","9세","주민등록연앙인구","","1860",
"양천구","여자","10세","주민등록연앙인구","","2010",
"양천구","여자","11세","주민등록연앙인구","","2102",
"양천구","여자","12세","주민등록연앙인구","","2323.5",
"양천구","여자","13세","주민등록연앙인구","","2359.5",
"양천구","여자","14세","주민등록연앙인구","","2320",
"양천구","여자","15세","주민등록연앙인구","","2323",
"양천구","여자","16세","주민등록연앙인구","","2287",
"양천구","여자","17세","주민등록연앙인구","","2402",
"양천구","여자","18세","주민등록연앙인구","","2263.5",
"양천구","여자","19세","주민등록연앙인구","","1999.5",
"양천구","여자","20세","주민등록연앙인구","","1995.5",
"양천구","여자","21세","주민등록연앙인구","","2013",
"양천구","여자","22세","주민등록연앙인구","","2026",
"양천구","여자","23세","주민등록연앙인구","","2116.5",
"양천구","여자","24세","주민등록연앙인구","","2389",
"양천구","여자","25세","주민등록연앙인구","","2563.5",
"양천구","여자","26세","주민등록연앙인구","","2628.5",
"양천구","여자","27세","주민등록연앙인구","","2724",
"양천구","여자","28세","주민등록연앙인구","","2781",
"양천구","여자","29세","주민등록연앙인구","","2782",
"양천구","여자","30세","주민등록연앙인구","","2801",
"양천구","여자","31세","주민등록연앙인구","","2744",
"양천구","여자","32세","주민등록연앙인구","","2758",
"양천구","여자","33세","주민등록연앙인구","","2796",
"양천구","여자","34세","주민등록연앙인구","","2527.5",
"양천구","여자","35세","주민등록연앙인구","","2386",
"양천구","여자","36세","주민등록연앙인구","","2436.5",
"양천구","여자","37세","주민등록연앙인구","","2447",
"양천구","여자","38세","주민등록연앙인구","","2497.5",
"양천구","여자","39세","주민등록연앙인구","","2704",
"양천구","여자","40세","주민등록연앙인구","","2916.5",
"양천구","여자","41세","주민등록연앙인구","","3192",
"양천구","여자","42세","주민등록연앙인구","","3594",
"양천구","여자","43세","주민등록연앙인구","","3855.5",
"양천구","여자","44세","주민등록연앙인구","","3959",
"양천구","여자","45세","주민등록연앙인구","","4023",
"양천구","여자","46세","주민등록연앙인구","","3765.5",
"양천구","여자","47세","주민등록연앙인구","","3644.5",
"양천구","여자","48세","주민등록연앙인구","","3692",
"양천구","여자","49세","주민등록연앙인구","","3627.5",
"양천구","여자","50세","주민등록연앙인구","","3736.5",
"양천구","여자","51세","주민등록연앙인구","","3812.5",
"양천구","여자","52세","주민등록연앙인구","","3829.5",
"양천구","여자","53세","주민등록연앙인구","","3897",
"양천구","여자","54세","주민등록연앙인구","","3907",
"양천구","여자","55세","주민등록연앙인구","","3800",
"양천구","여자","56세","주민등록연앙인구","","3643",
"양천구","여자","57세","주민등록연앙인구","","3528.5",
"양천구","여자","58세","주민등록연앙인구","","3249.5",
"양천구","여자","59세","주민등록연앙인구","","3208",
"양천구","여자","60세","주민등록연앙인구","","3298",
"양천구","여자","61세","주민등록연앙인구","","3174.5",
"양천구","여자","62세","주민등록연앙인구","","3219.5",
"양천구","여자","63세","주민등록연앙인구","","3420.5",
"양천구","여자","64세","주민등록연앙인구","","3534",
"양천구","여자","65세","주민등록연앙인구","","3509.5",
"양천구","여자","66세","주민등록연앙인구","","3292",
"양천구","여자","67세","주민등록연앙인구","","3187",
"양천구","여자","68세","주민등록연앙인구","","3034.5",
"양천구","여자","69세","주민등록연앙인구","","3025",
"양천구","여자","70세","주민등록연앙인구","","2848.5",
"양천구","여자","71세","주민등록연앙인구","","2372",
"양천구","여자","72세","주민등록연앙인구","","2311",
"양천구","여자","73세","주민등록연앙인구","","2005",
"양천구","여자","74세","주민등록연앙인구","","1689.5",
"양천구","여자","75세","주민등록연앙인구","","1774",
"양천구","여자","76세","주민등록연앙인구","","1725.5",
"양천구","여자","77세","주민등록연앙인구","","1665",
"양천구","여자","78세","주민등록연앙인구","","1479.5",
"양천구","여자","79세","주민등록연앙인구","","1220.5",
"양천구","여자","80세 이상","주민등록연앙인구","","9866.5",
"양천구","여자","80세","주민등록연앙인구","","1116.5",
"양천구","여자","81세","주민등록연앙인구","","1078.5",
"양천구","여자","82세","주민등록연앙인구","","1099",
"양천구","여자","83세","주민등록연앙인구","","1019",
"양천구","여자","84세","주민등록연앙인구","","836.5",
"양천구","여자","85세 이상","주민등록연앙인구","","4717",
"양천구","여자","85세","주민등록연앙인구","","787.5",
"양천구","여자","86세","주민등록연앙인구","","698.5",
"양천구","여자","87세","주민등록연앙인구","","611.5",
"양천구","여자","88세","주민등록연앙인구","","523.5",
"양천구","여자","89세","주민등록연앙인구","","430",
"양천구","여자","90세","주민등록연앙인구","","378.5",
"양천구","여자","91세","주민등록연앙인구","","322.5",
"양천구","여자","92세","주민등록연앙인구","","258",
"양천구","여자","93세","주민등록연앙인구","","212.5",
"양천구","여자","94세","주민등록연앙인구","","149.5",
"양천구","여자","95세","주민등록연앙인구","","113.5",
"양천구","여자","96세","주민등록연앙인구","","74.5",
"양천구","여자","97세","주민등록연앙인구","","54",
"양천구","여자","98세","주민등록연앙인구","","31",
"양천구","여자","99세","주민등록연앙인구","","23",
"양천구","여자","100세 이상","주민등록연앙인구","","49",
"강서구","남자","계","주민등록연앙인구","","262764",
"강서구","남자","0세","주민등록연앙인구","","1355",
"강서구","남자","1세","주민등록연앙인구","","1200",
"강서구","남자","2세","주민등록연앙인구","","1164",
"강서구","남자","3세","주민등록연앙인구","","1212",
"강서구","남자","4세","주민등록연앙인구","","1304",
"강서구","남자","5세","주민등록연앙인구","","1397",
"강서구","남자","6세","주민등록연앙인구","","1456.5",
"강서구","남자","7세","주민등록연앙인구","","1504.5",
"강서구","남자","8세","주민등록연앙인구","","1728",
"강서구","남자","9세","주민등록연앙인구","","1915",
"강서구","남자","10세","주민등록연앙인구","","1898",
"강서구","남자","11세","주민등록연앙인구","","1937",
"강서구","남자","12세","주민등록연앙인구","","2055",
"강서구","남자","13세","주민등록연앙인구","","2152.5",
"강서구","남자","14세","주민등록연앙인구","","2082.5",
"강서구","남자","15세","주민등록연앙인구","","2021",
"강서구","남자","16세","주민등록연앙인구","","2059.5",
"강서구","남자","17세","주민등록연앙인구","","2214",
"강서구","남자","18세","주민등록연앙인구","","2190",
"강서구","남자","19세","주민등록연앙인구","","2030.5",
"강서구","남자","20세","주민등록연앙인구","","2109.5",
"강서구","남자","21세","주민등록연앙인구","","2268",
"강서구","남자","22세","주민등록연앙인구","","2360",
"강서구","남자","23세","주민등록연앙인구","","2490",
"강서구","남자","24세","주민등록연앙인구","","2912.5",
"강서구","남자","25세","주민등록연앙인구","","3392.5",
"강서구","남자","26세","주민등록연앙인구","","3659.5",
"강서구","남자","27세","주민등록연앙인구","","4117.5",
"강서구","남자","28세","주민등록연앙인구","","4528",
"강서구","남자","29세","주민등록연앙인구","","4928",
"강서구","남자","30세","주민등록연앙인구","","5218.5",
"강서구","남자","31세","주민등록연앙인구","","5390.5",
"강서구","남자","32세","주민등록연앙인구","","5435",
"강서구","남자","33세","주민등록연앙인구","","5357",
"강서구","남자","34세","주민등록연앙인구","","5023",
"강서구","남자","35세","주민등록연앙인구","","4576.5",
"강서구","남자","36세","주민등록연앙인구","","4443.5",
"강서구","남자","37세","주민등록연앙인구","","4177.5",
"강서구","남자","38세","주민등록연앙인구","","3995",
"강서구","남자","39세","주민등록연앙인구","","4085",
"강서구","남자","40세","주민등록연앙인구","","3990",
"강서구","남자","41세","주민등록연앙인구","","4156.5",
"강서구","남자","42세","주민등록연앙인구","","4435",
"강서구","남자","43세","주민등록연앙인구","","4511.5",
"강서구","남자","44세","주민등록연앙인구","","4475.5",
"강서구","남자","45세","주민등록연앙인구","","4356.5",
"강서구","남자","46세","주민등록연앙인구","","3945",
"강서구","남자","47세","주민등록연앙인구","","3752",
"강서구","남자","48세","주민등록연앙인구","","3816.5",
"강서구","남자","49세","주민등록연앙인구","","3804.5",
"강서구","남자","50세","주민등록연앙인구","","4003.5",
"강서구","남자","51세","주민등록연앙인구","","4187.5",
"강서구","남자","52세","주민등록연앙인구","","4279.5",
"강서구","남자","53세","주민등록연앙인구","","4282.5",
"강서구","남자","54세","주민등록연앙인구","","4208.5",
"강서구","남자","55세","주민등록연앙인구","","4090",
"강서구","남자","56세","주민등록연앙인구","","3998.5",
"강서구","남자","57세","주민등록연앙인구","","3673.5",
"강서구","남자","58세","주민등록연앙인구","","3413",
"강서구","남자","59세","주민등록연앙인구","","3460",
"강서구","남자","60세","주민등록연앙인구","","3510",
"강서구","남자","61세","주민등록연앙인구","","3462.5",
"강서구","남자","62세","주민등록연앙인구","","3610",
"강서구","남자","63세","주민등록연앙인구","","3889.5",
"강서구","남자","64세","주민등록연앙인구","","3937",
"강서구","남자","65세","주민등록연앙인구","","3998",
"강서구","남자","66세","주민등록연앙인구","","3761",
"강서구","남자","67세","주민등록연앙인구","","3519",
"강서구","남자","68세","주민등록연앙인구","","3376",
"강서구","남자","69세","주민등록연앙인구","","3303",
"강서구","남자","70세","주민등록연앙인구","","3062.5",
"강서구","남자","71세","주민등록연앙인구","","2689",
"강서구","남자","72세","주민등록연앙인구","","2642.5",
"강서구","남자","73세","주민등록연앙인구","","2286.5",
"강서구","남자","74세","주민등록연앙인구","","1991.5",
"강서구","남자","75세","주민등록연앙인구","","2051",
"강서구","남자","76세","주민등록연앙인구","","2006",
"강서구","남자","77세","주민등록연앙인구","","1961.5",
"강서구","남자","78세","주민등록연앙인구","","1739",
"강서구","남자","79세","주민등록연앙인구","","1415",
"강서구","남자","80세 이상","주민등록연앙인구","","8371",
"강서구","남자","80세","주민등록연앙인구","","1241",
"강서구","남자","81세","주민등록연앙인구","","1131",
"강서구","남자","82세","주민등록연앙인구","","1116.5",
"강서구","남자","83세","주민등록연앙인구","","1005",
"강서구","남자","84세","주민등록연앙인구","","815.5",
"강서구","남자","85세 이상","주민등록연앙인구","","3062",
"강서구","남자","85세","주민등록연앙인구","","677.5",
"강서구","남자","86세","주민등록연앙인구","","545.5",
"강서구","남자","87세","주민등록연앙인구","","430.5",
"강서구","남자","88세","주민등록연앙인구","","333.5",
"강서구","남자","89세","주민등록연앙인구","","292.5",
"강서구","남자","90세","주민등록연앙인구","","234",
"강서구","남자","91세","주민등록연앙인구","","168.5",
"강서구","남자","92세","주민등록연앙인구","","116.5",
"강서구","남자","93세","주민등록연앙인구","","79",
"강서구","남자","94세","주민등록연앙인구","","57",
"강서구","남자","95세","주민등록연앙인구","","46",
"강서구","남자","96세","주민등록연앙인구","","30.5",
"강서구","남자","97세","주민등록연앙인구","","21",
"강서구","남자","98세","주민등록연앙인구","","11.5",
"강서구","남자","99세","주민등록연앙인구","","4.5",
"강서구","남자","100세 이상","주민등록연앙인구","","14",
"강서구","여자","계","주민등록연앙인구","","286996",
"강서구","여자","0세","주민등록연앙인구","","1244.5",
"강서구","여자","1세","주민등록연앙인구","","1125",
"강서구","여자","2세","주민등록연앙인구","","1164",
"강서구","여자","3세","주민등록연앙인구","","1221.5",
"강서구","여자","4세","주민등록연앙인구","","1221",
"강서구","여자","5세","주민등록연앙인구","","1277",
"강서구","여자","6세","주민등록연앙인구","","1352.5",
"강서구","여자","7세","주민등록연앙인구","","1448.5",
"강서구","여자","8세","주민등록연앙인구","","1644.5",
"강서구","여자","9세","주민등록연앙인구","","1813",
"강서구","여자","10세","주민등록연앙인구","","1900.5",
"강서구","여자","11세","주민등록연앙인구","","1848",
"강서구","여자","12세","주민등록연앙인구","","1951.5",
"강서구","여자","13세","주민등록연앙인구","","2088.5",
"강서구","여자","14세","주민등록연앙인구","","1954",
"강서구","여자","15세","주민등록연앙인구","","1840",
"강서구","여자","16세","주민등록연앙인구","","1966.5",
"강서구","여자","17세","주민등록연앙인구","","2127",
"강서구","여자","18세","주민등록연앙인구","","2060.5",
"강서구","여자","19세","주민등록연앙인구","","1983",
"강서구","여자","20세","주민등록연앙인구","","2145",
"강서구","여자","21세","주민등록연앙인구","","2394.5",
"강서구","여자","22세","주민등록연앙인구","","2606",
"강서구","여자","23세","주민등록연앙인구","","3121",
"강서구","여자","24세","주민등록연앙인구","","3995.5",
"강서구","여자","25세","주민등록연앙인구","","4622.5",
"강서구","여자","26세","주민등록연앙인구","","4881",
"강서구","여자","27세","주민등록연앙인구","","5361",
"강서구","여자","28세","주민등록연앙인구","","5628",
"강서구","여자","29세","주민등록연앙인구","","5734",
"강서구","여자","30세","주민등록연앙인구","","5754.5",
"강서구","여자","31세","주민등록연앙인구","","5742",
"강서구","여자","32세","주민등록연앙인구","","5615.5",
"강서구","여자","33세","주민등록연앙인구","","5495",
"강서구","여자","34세","주민등록연앙인구","","4882.5",
"강서구","여자","35세","주민등록연앙인구","","4433.5",
"강서구","여자","36세","주민등록연앙인구","","4304",
"강서구","여자","37세","주민등록연앙인구","","4121.5",
"강서구","여자","38세","주민등록연앙인구","","3936",
"강서구","여자","39세","주민등록연앙인구","","3900",
"강서구","여자","40세","주민등록연앙인구","","3831.5",
"강서구","여자","41세","주민등록연앙인구","","3955",
"강서구","여자","42세","주민등록연앙인구","","4289",
"강서구","여자","43세","주민등록연앙인구","","4426.5",
"강서구","여자","44세","주민등록연앙인구","","4382",
"강서구","여자","45세","주민등록연앙인구","","4372.5",
"강서구","여자","46세","주민등록연앙인구","","4034",
"강서구","여자","47세","주민등록연앙인구","","3836.5",
"강서구","여자","48세","주민등록연앙인구","","3897",
"강서구","여자","49세","주민등록연앙인구","","3909",
"강서구","여자","50세","주민등록연앙인구","","4105.5",
"강서구","여자","51세","주민등록연앙인구","","4273",
"강서구","여자","52세","주민등록연앙인구","","4251.5",
"강서구","여자","53세","주민등록연앙인구","","4317",
"강서구","여자","54세","주민등록연앙인구","","4376.5",
"강서구","여자","55세","주민등록연앙인구","","4240",
"강서구","여자","56세","주민등록연앙인구","","4170.5",
"강서구","여자","57세","주민등록연앙인구","","4063",
"강서구","여자","58세","주민등록연앙인구","","3799",
"강서구","여자","59세","주민등록연앙인구","","3901.5",
"강서구","여자","60세","주민등록연앙인구","","4089.5",
"강서구","여자","61세","주민등록연앙인구","","3948.5",
"강서구","여자","62세","주민등록연앙인구","","4080",
"강서구","여자","63세","주민등록연앙인구","","4454",
"강서구","여자","64세","주민등록연앙인구","","4777",
"강서구","여자","65세","주민등록연앙인구","","4695",
"강서구","여자","66세","주민등록연앙인구","","4353",
"강서구","여자","67세","주민등록연앙인구","","4254",
"강서구","여자","68세","주민등록연앙인구","","4081.5",
"강서구","여자","69세","주민등록연앙인구","","4001.5",
"강서구","여자","70세","주민등록연앙인구","","3797.5",
"강서구","여자","71세","주민등록연앙인구","","3245.5",
"강서구","여자","72세","주민등록연앙인구","","3150.5",
"강서구","여자","73세","주민등록연앙인구","","2716.5",
"강서구","여자","74세","주민등록연앙인구","","2333",
"강서구","여자","75세","주민등록연앙인구","","2437.5",
"강서구","여자","76세","주민등록연앙인구","","2363.5",
"강서구","여자","77세","주민등록연앙인구","","2317.5",
"강서구","여자","78세","주민등록연앙인구","","2040",
"강서구","여자","79세","주민등록연앙인구","","1651",
"강서구","여자","80세 이상","주민등록연앙인구","","13875",
"강서구","여자","80세","주민등록연앙인구","","1515",
"강서구","여자","81세","주민등록연앙인구","","1452",
"강서구","여자","82세","주민등록연앙인구","","1526",
"강서구","여자","83세","주민등록연앙인구","","1460",
"강서구","여자","84세","주민등록연앙인구","","1218",
"강서구","여자","85세 이상","주민등록연앙인구","","6704",
"강서구","여자","85세","주민등록연앙인구","","1138",
"강서구","여자","86세","주민등록연앙인구","","1001",
"강서구","여자","87세","주민등록연앙인구","","822",
"강서구","여자","88세","주민등록연앙인구","","720.5",
"강서구","여자","89세","주민등록연앙인구","","672.5",
"강서구","여자","90세","주민등록연앙인구","","547",
"강서구","여자","91세","주민등록연앙인구","","420",
"강서구","여자","92세","주민등록연앙인구","","347.5",
"강서구","여자","93세","주민등록연앙인구","","271.5",
"강서구","여자","94세","주민등록연앙인구","","216.5",
"강서구","여자","95세","주민등록연앙인구","","168.5",
"강서구","여자","96세","주민등록연앙인구","","119.5",
"강서구","여자","97세","주민등록연앙인구","","92",
"강서구","여자","98세","주민등록연앙인구","","57.5",
"강서구","여자","99세","주민등록연앙인구","","40.5",
"강서구","여자","100세 이상","주민등록연앙인구","","69.5",
"구로구","남자","계","주민등록연앙인구","","187685.5",
"구로구","남자","0세","주민등록연앙인구","","1028",
"구로구","남자","1세","주민등록연앙인구","","954",
"구로구","남자","2세","주민등록연앙인구","","974.5",
"구로구","남자","3세","주민등록연앙인구","","969",
"구로구","남자","4세","주민등록연앙인구","","964.5",
"구로구","남자","5세","주민등록연앙인구","","1016.5",
"구로구","남자","6세","주민등록연앙인구","","1053",
"구로구","남자","7세","주민등록연앙인구","","1078",
"구로구","남자","8세","주민등록연앙인구","","1160",
"구로구","남자","9세","주민등록연앙인구","","1266",
"구로구","남자","10세","주민등록연앙인구","","1288",
"구로구","남자","11세","주민등록연앙인구","","1301.5",
"구로구","남자","12세","주민등록연앙인구","","1331.5",
"구로구","남자","13세","주민등록연앙인구","","1361.5",
"구로구","남자","14세","주민등록연앙인구","","1413.5",
"구로구","남자","15세","주민등록연앙인구","","1379",
"구로구","남자","16세","주민등록연앙인구","","1374.5",
"구로구","남자","17세","주민등록연앙인구","","1436.5",
"구로구","남자","18세","주민등록연앙인구","","1451",
"구로구","남자","19세","주민등록연앙인구","","1447.5",
"구로구","남자","20세","주민등록연앙인구","","1495.5",
"구로구","남자","21세","주민등록연앙인구","","1564.5",
"구로구","남자","22세","주민등록연앙인구","","1675",
"구로구","남자","23세","주민등록연앙인구","","1847.5",
"구로구","남자","24세","주민등록연앙인구","","2139.5",
"구로구","남자","25세","주민등록연앙인구","","2383.5",
"구로구","남자","26세","주민등록연앙인구","","2544.5",
"구로구","남자","27세","주민등록연앙인구","","2751.5",
"구로구","남자","28세","주민등록연앙인구","","2936",
"구로구","남자","29세","주민등록연앙인구","","3150.5",
"구로구","남자","30세","주민등록연앙인구","","3348",
"구로구","남자","31세","주민등록연앙인구","","3372",
"구로구","남자","32세","주민등록연앙인구","","3393.5",
"구로구","남자","33세","주민등록연앙인구","","3358.5",
"구로구","남자","34세","주민등록연앙인구","","3219",
"구로구","남자","35세","주민등록연앙인구","","3040.5",
"구로구","남자","36세","주민등록연앙인구","","2997",
"구로구","남자","37세","주민등록연앙인구","","2902.5",
"구로구","남자","38세","주민등록연앙인구","","2763",
"구로구","남자","39세","주민등록연앙인구","","2731.5",
"구로구","남자","40세","주민등록연앙인구","","2695.5",
"구로구","남자","41세","주민등록연앙인구","","2804.5",
"구로구","남자","42세","주민등록연앙인구","","2984.5",
"구로구","남자","43세","주민등록연앙인구","","3060.5",
"구로구","남자","44세","주민등록연앙인구","","3037",
"구로구","남자","45세","주민등록연앙인구","","2937.5",
"구로구","남자","46세","주민등록연앙인구","","2738",
"구로구","남자","47세","주민등록연앙인구","","2621",
"구로구","남자","48세","주민등록연앙인구","","2666.5",
"구로구","남자","49세","주민등록연앙인구","","2676.5",
"구로구","남자","50세","주민등록연앙인구","","2833",
"구로구","남자","51세","주민등록연앙인구","","3045",
"구로구","남자","52세","주민등록연앙인구","","3115",
"구로구","남자","53세","주민등록연앙인구","","3181",
"구로구","남자","54세","주민등록연앙인구","","3175",
"구로구","남자","55세","주민등록연앙인구","","3078",
"구로구","남자","56세","주민등록연앙인구","","2973",
"구로구","남자","57세","주민등록연앙인구","","2887",
"구로구","남자","58세","주민등록연앙인구","","2810.5",
"구로구","남자","59세","주민등록연앙인구","","2793.5",
"구로구","남자","60세","주민등록연앙인구","","2824.5",
"구로구","남자","61세","주민등록연앙인구","","2748",
"구로구","남자","62세","주민등록연앙인구","","2765.5",
"구로구","남자","63세","주민등록연앙인구","","2934",
"구로구","남자","64세","주민등록연앙인구","","3017",
"구로구","남자","65세","주민등록연앙인구","","2868.5",
"구로구","남자","66세","주민등록연앙인구","","2710",
"구로구","남자","67세","주민등록연앙인구","","2651.5",
"구로구","남자","68세","주민등록연앙인구","","2524.5",
"구로구","남자","69세","주민등록연앙인구","","2459.5",
"구로구","남자","70세","주민등록연앙인구","","2315.5",
"구로구","남자","71세","주민등록연앙인구","","2032.5",
"구로구","남자","72세","주민등록연앙인구","","1957.5",
"구로구","남자","73세","주민등록연앙인구","","1740",
"구로구","남자","74세","주민등록연앙인구","","1592",
"구로구","남자","75세","주민등록연앙인구","","1662",
"구로구","남자","76세","주민등록연앙인구","","1640.5",
"구로구","남자","77세","주민등록연앙인구","","1589",
"구로구","남자","78세","주민등록연앙인구","","1397.5",
"구로구","남자","79세","주민등록연앙인구","","1116",
"구로구","남자","80세 이상","주민등록연앙인구","","7166",
"구로구","남자","80세","주민등록연앙인구","","1035",
"구로구","남자","81세","주민등록연앙인구","","990.5",
"구로구","남자","82세","주민등록연앙인구","","1008.5",
"구로구","남자","83세","주민등록연앙인구","","903.5",
"구로구","남자","84세","주민등록연앙인구","","659",
"구로구","남자","85세 이상","주민등록연앙인구","","2569.5",
"구로구","남자","85세","주민등록연앙인구","","569.5",
"구로구","남자","86세","주민등록연앙인구","","503",
"구로구","남자","87세","주민등록연앙인구","","389.5",
"구로구","남자","88세","주민등록연앙인구","","303",
"구로구","남자","89세","주민등록연앙인구","","246.5",
"구로구","남자","90세","주민등록연앙인구","","173",
"구로구","남자","91세","주민등록연앙인구","","110",
"구로구","남자","92세","주민등록연앙인구","","86.5",
"구로구","남자","93세","주민등록연앙인구","","55.5",
"구로구","남자","94세","주민등록연앙인구","","37",
"구로구","남자","95세","주민등록연앙인구","","37.5",
"구로구","남자","96세","주민등록연앙인구","","28",
"구로구","남자","97세","주민등록연앙인구","","14",
"구로구","남자","98세","주민등록연앙인구","","6.5",
"구로구","남자","99세","주민등록연앙인구","","3.5",
"구로구","남자","100세 이상","주민등록연앙인구","","6.5",
"구로구","여자","계","주민등록연앙인구","","196315.5",
"구로구","여자","0세","주민등록연앙인구","","1015.5",
"구로구","여자","1세","주민등록연앙인구","","920",
"구로구","여자","2세","주민등록연앙인구","","870",
"구로구","여자","3세","주민등록연앙인구","","890.5",
"구로구","여자","4세","주민등록연앙인구","","875",
"구로구","여자","5세","주민등록연앙인구","","901",
"구로구","여자","6세","주민등록연앙인구","","994",
"구로구","여자","7세","주민등록연앙인구","","1048.5",
"구로구","여자","8세","주민등록연앙인구","","1121",
"구로구","여자","9세","주민등록연앙인구","","1217",
"구로구","여자","10세","주민등록연앙인구","","1250",
"구로구","여자","11세","주민등록연앙인구","","1261.5",
"구로구","여자","12세","주민등록연앙인구","","1360.5",
"구로구","여자","13세","주민등록연앙인구","","1387",
"구로구","여자","14세","주민등록연앙인구","","1321.5",
"구로구","여자","15세","주민등록연앙인구","","1319",
"구로구","여자","16세","주민등록연앙인구","","1354",
"구로구","여자","17세","주민등록연앙인구","","1434",
