"행정구역(시군구)별","성별","연령별","항목","단위","2025 년",
"평택시","남자","67세","주민등록연앙인구","","3171.5",
"평택시","남자","68세","주민등록연앙인구","","2838.5",
"평택시","남자","69세","주민등록연앙인구","","2653.5",
"평택시","남자","70세","주민등록연앙인구","","2377.5",
"평택시","남자","71세","주민등록연앙인구","","1972.5",
"평택시","남자","72세","주민등록연앙인구","","1901.5",
"평택시","남자","73세","주민등록연앙인구","","1631.5",
"평택시","남자","74세","주민등록연앙인구","","1356.5",
"평택시","남자","75세","주민등록연앙인구","","1375.5",
"평택시","남자","76세","주민등록연앙인구","","1322.5",
"평택시","남자","77세","주민등록연앙인구","","1341.5",
"평택시","남자","78세","주민등록연앙인구","","1212.5",
"평택시","남자","79세","주민등록연앙인구","","965.5",
"평택시","남자","80세 이상","주민등록연앙인구","","6930",
"평택시","남자","80세","주민등록연앙인구","","872.5",
"평택시","남자","81세","주민등록연앙인구","","816.5",
"평택시","남자","82세","주민등록연앙인구","","906.5",
"평택시","남자","83세","주민등록연앙인구","","857.5",
"평택시","남자","84세","주민등록연앙인구","","678.5",
"평택시","남자","85세 이상","주민등록연앙인구","","2798.5",
"평택시","남자","85세","주민등록연앙인구","","582",
"평택시","남자","86세","주민등록연앙인구","","485.5",
"평택시","남자","87세","주민등록연앙인구","","418.5",
"평택시","남자","88세","주민등록연앙인구","","349.5",
"평택시","남자","89세","주민등록연앙인구","","269.5",
"평택시","남자","90세","주민등록연앙인구","","205.5",
"평택시","남자","91세","주민등록연앙인구","","152.5",
"평택시","남자","92세","주민등록연앙인구","","102.5",
"평택시","남자","93세","주민등록연앙인구","","73",
"평택시","남자","94세","주민등록연앙인구","","43",
"평택시","남자","95세","주민등록연앙인구","","36.5",
"평택시","남자","96세","주민등록연앙인구","","29.5",
"평택시","남자","97세","주민등록연앙인구","","18.5",
"평택시","남자","98세","주민등록연앙인구","","12.5",
"평택시","남자","99세","주민등록연앙인구","","5.5",
"평택시","남자","100세 이상","주민등록연앙인구","","14.5",
"평택시","여자","계","주민등록연앙인구","","285895.5",
"평택시","여자","0세","주민등록연앙인구","","2042",
"평택시","여자","1세","주민등록연앙인구","","1998",
"평택시","여자","2세","주민등록연앙인구","","1978",
"평택시","여자","3세","주민등록연앙인구","","2088",
"평택시","여자","4세","주민등록연앙인구","","2170.5",
"평택시","여자","5세","주민등록연앙인구","","2276.5",
"평택시","여자","6세","주민등록연앙인구","","2372",
"평택시","여자","7세","주민등록연앙인구","","2533.5",
"평택시","여자","8세","주민등록연앙인구","","2728",
"평택시","여자","9세","주민등록연앙인구","","2898",
"평택시","여자","10세","주민등록연앙인구","","2940",
"평택시","여자","11세","주민등록연앙인구","","2904.5",
"평택시","여자","12세","주민등록연앙인구","","2999.5",
"평택시","여자","13세","주민등록연앙인구","","3036",
"평택시","여자","14세","주민등록연앙인구","","2908",
"평택시","여자","15세","주민등록연앙인구","","2830",
"평택시","여자","16세","주민등록연앙인구","","2781.5",
"평택시","여자","17세","주민등록연앙인구","","2800.5",
"평택시","여자","18세","주민등록연앙인구","","2701.5",
"평택시","여자","19세","주민등록연앙인구","","2411.5",
"평택시","여자","20세","주민등록연앙인구","","2411.5",
"평택시","여자","21세","주민등록연앙인구","","2483.5",
"평택시","여자","22세","주민등록연앙인구","","2526",
"평택시","여자","23세","주민등록연앙인구","","2809",
"평택시","여자","24세","주민등록연앙인구","","3303",
"평택시","여자","25세","주민등록연앙인구","","3583",
"평택시","여자","26세","주민등록연앙인구","","3640",
"평택시","여자","27세","주민등록연앙인구","","3665",
"평택시","여자","28세","주민등록연앙인구","","3856.5",
"평택시","여자","29세","주민등록연앙인구","","4121.5",
"평택시","여자","30세","주민등록연앙인구","","4255",
"평택시","여자","31세","주민등록연앙인구","","4393",
"평택시","여자","32세","주민등록연앙인구","","4539",
"평택시","여자","33세","주민등록연앙인구","","4587.5",
"평택시","여자","34세","주민등록연앙인구","","4325.5",
"평택시","여자","35세","주민등록연앙인구","","4067",
"평택시","여자","36세","주민등록연앙인구","","4041",
"평택시","여자","37세","주민등록연앙인구","","4073",
"평택시","여자","38세","주민등록연앙인구","","3985",
"평택시","여자","39세","주민등록연앙인구","","4021",
"평택시","여자","40세","주민등록연앙인구","","4054",
"평택시","여자","41세","주민등록연앙인구","","4325",
"평택시","여자","42세","주민등록연앙인구","","4865.5",
"평택시","여자","43세","주민등록연앙인구","","5000",
"평택시","여자","44세","주민등록연앙인구","","4948.5",
"평택시","여자","45세","주민등록연앙인구","","4891.5",
"평택시","여자","46세","주민등록연앙인구","","4502.5",
"평택시","여자","47세","주민등록연앙인구","","4318.5",
"평택시","여자","48세","주민등록연앙인구","","4338",
"평택시","여자","49세","주민등록연앙인구","","4390.5",
"평택시","여자","50세","주민등록연앙인구","","4620.5",
"평택시","여자","51세","주민등록연앙인구","","4919.5",
"평택시","여자","52세","주민등록연앙인구","","4985",
"평택시","여자","53세","주민등록연앙인구","","4923.5",
"평택시","여자","54세","주민등록연앙인구","","4888",
"평택시","여자","55세","주민등록연앙인구","","4982",
"평택시","여자","56세","주민등록연앙인구","","4992",
"평택시","여자","57세","주민등록연앙인구","","4676",
"평택시","여자","58세","주민등록연앙인구","","4209",
"평택시","여자","59세","주민등록연앙인구","","4080.5",
"평택시","여자","60세","주민등록연앙인구","","4130",
"평택시","여자","61세","주민등록연앙인구","","3760",
"평택시","여자","62세","주민등록연앙인구","","3738.5",
"평택시","여자","63세","주민등록연앙인구","","3999.5",
"평택시","여자","64세","주민등록연앙인구","","4064",
"평택시","여자","65세","주민등록연앙인구","","3787",
"평택시","여자","66세","주민등록연앙인구","","3382",
"평택시","여자","67세","주민등록연앙인구","","3037",
"평택시","여자","68세","주민등록연앙인구","","2792.5",
"평택시","여자","69세","주민등록연앙인구","","2796",
"평택시","여자","70세","주민등록연앙인구","","2612.5",
"평택시","여자","71세","주민등록연앙인구","","2196.5",
"평택시","여자","72세","주민등록연앙인구","","2142.5",
"평택시","여자","73세","주민등록연앙인구","","1895",
"평택시","여자","74세","주민등록연앙인구","","1627.5",
"평택시","여자","75세","주민등록연앙인구","","1718",
"평택시","여자","76세","주민등록연앙인구","","1716.5",
"평택시","여자","77세","주민등록연앙인구","","1710.5",
"평택시","여자","78세","주민등록연앙인구","","1526.5",
"평택시","여자","79세","주민등록연앙인구","","1288",
"평택시","여자","80세 이상","주민등록연앙인구","","12982",
"평택시","여자","80세","주민등록연앙인구","","1308.5",
"평택시","여자","81세","주민등록연앙인구","","1325",
"평택시","여자","82세","주민등록연앙인구","","1424.5",
"평택시","여자","83세","주민등록연앙인구","","1388.5",
"평택시","여자","84세","주민등록연앙인구","","1116",
"평택시","여자","85세 이상","주민등록연앙인구","","6419.5",
"평택시","여자","85세","주민등록연앙인구","","1032.5",
"평택시","여자","86세","주민등록연앙인구","","999.5",
"평택시","여자","87세","주민등록연앙인구","","882",
"평택시","여자","88세","주민등록연앙인구","","756",
"평택시","여자","89세","주민등록연앙인구","","656.5",
"평택시","여자","90세","주민등록연앙인구","","534.5",
"평택시","여자","91세","주민등록연앙인구","","406",
"평택시","여자","92세","주민등록연앙인구","","311.5",
"평택시","여자","93세","주민등록연앙인구","","233.5",
"평택시","여자","94세","주민등록연앙인구","","161",
"평택시","여자","95세","주민등록연앙인구","","137",
"평택시","여자","96세","주민등록연앙인구","","116",
"평택시","여자","97세","주민등록연앙인구","","75.5",
"평택시","여자","98세","주민등록연앙인구","","39",
"평택시","여자","99세","주민등록연앙인구","","27.5",
"평택시","여자","100세 이상","주민등록연앙인구","","51.5",
"동두천시","남자","계","주민등록연앙인구","","42827.5",
"동두천시","남자","0세","주민등록연앙인구","","142.5",
"동두천시","남자","1세","주민등록연앙인구","","133.5",
"동두천시","남자","2세","주민등록연앙인구","","138",
"동두천시","남자","3세","주민등록연앙인구","","156",
"동두천시","남자","4세","주민등록연앙인구","","164.5",
"동두천시","남자","5세","주민등록연앙인구","","180",
"동두천시","남자","6세","주민등록연앙인구","","199.5",
"동두천시","남자","7세","주민등록연앙인구","","239",
"동두천시","남자","8세","주민등록연앙인구","","279",
"동두천시","남자","9세","주민등록연앙인구","","311",
"동두천시","남자","10세","주민등록연앙인구","","343",
"동두천시","남자","11세","주민등록연앙인구","","351",
"동두천시","남자","12세","주민등록연앙인구","","355",
"동두천시","남자","13세","주민등록연앙인구","","377.5",
"동두천시","남자","14세","주민등록연앙인구","","391.5",
"동두천시","남자","15세","주민등록연앙인구","","391",
"동두천시","남자","16세","주민등록연앙인구","","375.5",
"동두천시","남자","17세","주민등록연앙인구","","393",
"동두천시","남자","18세","주민등록연앙인구","","407",
"동두천시","남자","19세","주민등록연앙인구","","382.5",
"동두천시","남자","20세","주민등록연앙인구","","376.5",
"동두천시","남자","21세","주민등록연앙인구","","423",
"동두천시","남자","22세","주민등록연앙인구","","426",
"동두천시","남자","23세","주민등록연앙인구","","426.5",
"동두천시","남자","24세","주민등록연앙인구","","482.5",
"동두천시","남자","25세","주민등록연앙인구","","536",
"동두천시","남자","26세","주민등록연앙인구","","517.5",
"동두천시","남자","27세","주민등록연앙인구","","504.5",
"동두천시","남자","28세","주민등록연앙인구","","489.5",
"동두천시","남자","29세","주민등록연앙인구","","511.5",
"동두천시","남자","30세","주민등록연앙인구","","543",
"동두천시","남자","31세","주민등록연앙인구","","532.5",
"동두천시","남자","32세","주민등록연앙인구","","507.5",
"동두천시","남자","33세","주민등록연앙인구","","482",
"동두천시","남자","34세","주민등록연앙인구","","461.5",
"동두천시","남자","35세","주민등록연앙인구","","417",
"동두천시","남자","36세","주민등록연앙인구","","384.5",
"동두천시","남자","37세","주민등록연앙인구","","381.5",
"동두천시","남자","38세","주민등록연앙인구","","383.5",
"동두천시","남자","39세","주민등록연앙인구","","433.5",
"동두천시","남자","40세","주민등록연앙인구","","446.5",
"동두천시","남자","41세","주민등록연앙인구","","474.5",
"동두천시","남자","42세","주민등록연앙인구","","544.5",
"동두천시","남자","43세","주민등록연앙인구","","603",
"동두천시","남자","44세","주민등록연앙인구","","611.5",
"동두천시","남자","45세","주민등록연앙인구","","613.5",
"동두천시","남자","46세","주민등록연앙인구","","579",
"동두천시","남자","47세","주민등록연앙인구","","576",
"동두천시","남자","48세","주민등록연앙인구","","623",
"동두천시","남자","49세","주민등록연앙인구","","667.5",
"동두천시","남자","50세","주민등록연앙인구","","697.5",
"동두천시","남자","51세","주민등록연앙인구","","752.5",
"동두천시","남자","52세","주민등록연앙인구","","826.5",
"동두천시","남자","53세","주민등록연앙인구","","842.5",
"동두천시","남자","54세","주민등록연앙인구","","844",
"동두천시","남자","55세","주민등록연앙인구","","864",
"동두천시","남자","56세","주민등록연앙인구","","871.5",
"동두천시","남자","57세","주민등록연앙인구","","843.5",
"동두천시","남자","58세","주민등록연앙인구","","825",
"동두천시","남자","59세","주민등록연앙인구","","816.5",
"동두천시","남자","60세","주민등록연앙인구","","791.5",
"동두천시","남자","61세","주민등록연앙인구","","780.5",
"동두천시","남자","62세","주민등록연앙인구","","797.5",
"동두천시","남자","63세","주민등록연앙인구","","836",
"동두천시","남자","64세","주민등록연앙인구","","847.5",
"동두천시","남자","65세","주민등록연앙인구","","816",
"동두천시","남자","66세","주민등록연앙인구","","769",
"동두천시","남자","67세","주민등록연앙인구","","736.5",
"동두천시","남자","68세","주민등록연앙인구","","668",
"동두천시","남자","69세","주민등록연앙인구","","642.5",
"동두천시","남자","70세","주민등록연앙인구","","599.5",
"동두천시","남자","71세","주민등록연앙인구","","496.5",
"동두천시","남자","72세","주민등록연앙인구","","456.5",
"동두천시","남자","73세","주민등록연앙인구","","395.5",
"동두천시","남자","74세","주민등록연앙인구","","339",
"동두천시","남자","75세","주민등록연앙인구","","364",
"동두천시","남자","76세","주민등록연앙인구","","377",
"동두천시","남자","77세","주민등록연앙인구","","388",
"동두천시","남자","78세","주민등록연앙인구","","359.5",
"동두천시","남자","79세","주민등록연앙인구","","297.5",
"동두천시","남자","80세 이상","주민등록연앙인구","","2217",
"동두천시","남자","80세","주민등록연앙인구","","261.5",
"동두천시","남자","81세","주민등록연앙인구","","258.5",
"동두천시","남자","82세","주민등록연앙인구","","287",
"동두천시","남자","83세","주민등록연앙인구","","278.5",
"동두천시","남자","84세","주민등록연앙인구","","231",
"동두천시","남자","85세 이상","주민등록연앙인구","","900.5",
"동두천시","남자","85세","주민등록연앙인구","","184.5",
"동두천시","남자","86세","주민등록연앙인구","","162.5",
"동두천시","남자","87세","주민등록연앙인구","","134.5",
"동두천시","남자","88세","주민등록연앙인구","","110.5",
"동두천시","남자","89세","주민등록연앙인구","","84.5",
"동두천시","남자","90세","주민등록연앙인구","","58.5",
"동두천시","남자","91세","주민등록연앙인구","","45.5",
"동두천시","남자","92세","주민등록연앙인구","","37",
"동두천시","남자","93세","주민등록연앙인구","","28",
"동두천시","남자","94세","주민등록연앙인구","","13.5",
"동두천시","남자","95세","주민등록연앙인구","","12.5",
"동두천시","남자","96세","주민등록연앙인구","","11.5",
"동두천시","남자","97세","주민등록연앙인구","","7",
"동두천시","남자","98세","주민등록연앙인구","","4.5",
"동두천시","남자","99세","주민등록연앙인구","","3",
"동두천시","남자","100세 이상","주민등록연앙인구","","3",
"동두천시","여자","계","주민등록연앙인구","","43137.5",
"동두천시","여자","0세","주민등록연앙인구","","118",
"동두천시","여자","1세","주민등록연앙인구","","116",
"동두천시","여자","2세","주민등록연앙인구","","137",
"동두천시","여자","3세","주민등록연앙인구","","156.5",
"동두천시","여자","4세","주민등록연앙인구","","159",
"동두천시","여자","5세","주민등록연앙인구","","178",
"동두천시","여자","6세","주민등록연앙인구","","186.5",
"동두천시","여자","7세","주민등록연앙인구","","215",
"동두천시","여자","8세","주민등록연앙인구","","263",
"동두천시","여자","9세","주민등록연앙인구","","271",
"동두천시","여자","10세","주민등록연앙인구","","283.5",
"동두천시","여자","11세","주민등록연앙인구","","316.5",
"동두천시","여자","12세","주민등록연앙인구","","345",
"동두천시","여자","13세","주민등록연앙인구","","370.5",
"동두천시","여자","14세","주민등록연앙인구","","385",
"동두천시","여자","15세","주민등록연앙인구","","408",
"동두천시","여자","16세","주민등록연앙인구","","406",
"동두천시","여자","17세","주민등록연앙인구","","404",
"동두천시","여자","18세","주민등록연앙인구","","400",
"동두천시","여자","19세","주민등록연앙인구","","365",
"동두천시","여자","20세","주민등록연앙인구","","364.5",
"동두천시","여자","21세","주민등록연앙인구","","387.5",
"동두천시","여자","22세","주민등록연앙인구","","380",
"동두천시","여자","23세","주민등록연앙인구","","392.5",
"동두천시","여자","24세","주민등록연앙인구","","445",
"동두천시","여자","25세","주민등록연앙인구","","448",
"동두천시","여자","26세","주민등록연앙인구","","395.5",
"동두천시","여자","27세","주민등록연앙인구","","432.5",
"동두천시","여자","28세","주민등록연앙인구","","402",
"동두천시","여자","29세","주민등록연앙인구","","414.5",
"동두천시","여자","30세","주민등록연앙인구","","419.5",
"동두천시","여자","31세","주민등록연앙인구","","386",
"동두천시","여자","32세","주민등록연앙인구","","386",
"동두천시","여자","33세","주민등록연앙인구","","398.5",
"동두천시","여자","34세","주민등록연앙인구","","362",
"동두천시","여자","35세","주민등록연앙인구","","346.5",
"동두천시","여자","36세","주민등록연앙인구","","342",
"동두천시","여자","37세","주민등록연앙인구","","370",
"동두천시","여자","38세","주민등록연앙인구","","375",
"동두천시","여자","39세","주민등록연앙인구","","403.5",
"동두천시","여자","40세","주민등록연앙인구","","452.5",
"동두천시","여자","41세","주민등록연앙인구","","468.5",
"동두천시","여자","42세","주민등록연앙인구","","520.5",
"동두천시","여자","43세","주민등록연앙인구","","592.5",
"동두천시","여자","44세","주민등록연앙인구","","594",
"동두천시","여자","45세","주민등록연앙인구","","586",
"동두천시","여자","46세","주민등록연앙인구","","550",
"동두천시","여자","47세","주민등록연앙인구","","540.5",
"동두천시","여자","48세","주민등록연앙인구","","574.5",
"동두천시","여자","49세","주민등록연앙인구","","605",
"동두천시","여자","50세","주민등록연앙인구","","667.5",
"동두천시","여자","51세","주민등록연앙인구","","741",
"동두천시","여자","52세","주민등록연앙인구","","775",
"동두천시","여자","53세","주민등록연앙인구","","774",
"동두천시","여자","54세","주민등록연앙인구","","799",
"동두천시","여자","55세","주민등록연앙인구","","802",
"동두천시","여자","56세","주민등록연앙인구","","770",
"동두천시","여자","57세","주민등록연앙인구","","730",
"동두천시","여자","58세","주민등록연앙인구","","688.5",
"동두천시","여자","59세","주민등록연앙인구","","710",
"동두천시","여자","60세","주민등록연앙인구","","769",
"동두천시","여자","61세","주민등록연앙인구","","726",
"동두천시","여자","62세","주민등록연앙인구","","750",
"동두천시","여자","63세","주민등록연앙인구","","810.5",
"동두천시","여자","64세","주민등록연앙인구","","825.5",
"동두천시","여자","65세","주민등록연앙인구","","808.5",
"동두천시","여자","66세","주민등록연앙인구","","790",
"동두천시","여자","67세","주민등록연앙인구","","746",
"동두천시","여자","68세","주민등록연앙인구","","674.5",
"동두천시","여자","69세","주민등록연앙인구","","678.5",
"동두천시","여자","70세","주민등록연앙인구","","646.5",
"동두천시","여자","71세","주민등록연앙인구","","584.5",
"동두천시","여자","72세","주민등록연앙인구","","582.5",
"동두천시","여자","73세","주민등록연앙인구","","500",
"동두천시","여자","74세","주민등록연앙인구","","436",
"동두천시","여자","75세","주민등록연앙인구","","467",
"동두천시","여자","76세","주민등록연앙인구","","510",
"동두천시","여자","77세","주민등록연앙인구","","544.5",
"동두천시","여자","78세","주민등록연앙인구","","484.5",
"동두천시","여자","79세","주민등록연앙인구","","405.5",
"동두천시","여자","80세 이상","주민등록연앙인구","","4122.5",
"동두천시","여자","80세","주민등록연앙인구","","424.5",
"동두천시","여자","81세","주민등록연앙인구","","424.5",
"동두천시","여자","82세","주민등록연앙인구","","460.5",
"동두천시","여자","83세","주민등록연앙인구","","480",
"동두천시","여자","84세","주민등록연앙인구","","393",
"동두천시","여자","85세 이상","주민등록연앙인구","","1940",
"동두천시","여자","85세","주민등록연앙인구","","349.5",
"동두천시","여자","86세","주민등록연앙인구","","306.5",
"동두천시","여자","87세","주민등록연앙인구","","265",
"동두천시","여자","88세","주민등록연앙인구","","233.5",
"동두천시","여자","89세","주민등록연앙인구","","183.5",
"동두천시","여자","90세","주민등록연앙인구","","150",
"동두천시","여자","91세","주민등록연앙인구","","113",
"동두천시","여자","92세","주민등록연앙인구","","85",
"동두천시","여자","93세","주민등록연앙인구","","61.5",
"동두천시","여자","94세","주민등록연앙인구","","48",
"동두천시","여자","95세","주민등록연앙인구","","41.5",
"동두천시","여자","96세","주민등록연앙인구","","38.5",
"동두천시","여자","97세","주민등록연앙인구","","26",
"동두천시","여자","98세","주민등록연앙인구","","15",
"동두천시","여자","99세","주민등록연앙인구","","9.5",
"동두천시","여자","100세 이상","주민등록연앙인구","","14",
"안산시","남자","계","주민등록연앙인구","","313599",
"안산시","남자","0세","주민등록연앙인구","","1323",
"안산시","남자","1세","주민등록연앙인구","","1297.5",
"안산시","남자","2세","주민등록연앙인구","","1302",
"안산시","남자","3세","주민등록연앙인구","","1356.5",
"안산시","남자","4세","주민등록연앙인구","","1427",
"안산시","남자","5세","주민등록연앙인구","","1530.5",
"안산시","남자","6세","주민등록연앙인구","","1615.5",
"안산시","남자","7세","주민등록연앙인구","","1750",
"안산시","남자","8세","주민등록연앙인구","","1991.5",
"안산시","남자","9세","주민등록연앙인구","","2193.5",
"안산시","남자","10세","주민등록연앙인구","","2292.5",
"안산시","남자","11세","주민등록연앙인구","","2357.5",
"안산시","남자","12세","주민등록연앙인구","","2527.5",
"안산시","남자","13세","주민등록연앙인구","","2652.5",
"안산시","남자","14세","주민등록연앙인구","","2741.5",
"안산시","남자","15세","주민등록연앙인구","","2768",
"안산시","남자","16세","주민등록연앙인구","","2861",
"안산시","남자","17세","주민등록연앙인구","","3104.5",
"안산시","남자","18세","주민등록연앙인구","","3022.5",
"안산시","남자","19세","주민등록연앙인구","","2902.5",
"안산시","남자","20세","주민등록연앙인구","","3161",
"안산시","남자","21세","주민등록연앙인구","","3455.5",
"안산시","남자","22세","주민등록연앙인구","","3665.5",
"안산시","남자","23세","주민등록연앙인구","","4116",
"안산시","남자","24세","주민등록연앙인구","","4797",
"안산시","남자","25세","주민등록연앙인구","","5143.5",
"안산시","남자","26세","주민등록연앙인구","","5000.5",
"안산시","남자","27세","주민등록연앙인구","","5158.5",
"안산시","남자","28세","주민등록연앙인구","","5286.5",
"안산시","남자","29세","주민등록연앙인구","","5388",
"안산시","남자","30세","주민등록연앙인구","","5475",
"안산시","남자","31세","주민등록연앙인구","","5342.5",
"안산시","남자","32세","주민등록연앙인구","","5303.5",
"안산시","남자","33세","주민등록연앙인구","","5112",
"안산시","남자","34세","주민등록연앙인구","","4608.5",
"안산시","남자","35세","주민등록연앙인구","","4244",
"안산시","남자","36세","주민등록연앙인구","","4078",
"안산시","남자","37세","주민등록연앙인구","","3856",
"안산시","남자","38세","주민등록연앙인구","","3757.5",
"안산시","남자","39세","주민등록연앙인구","","3769.5",
"안산시","남자","40세","주민등록연앙인구","","3737",
"안산시","남자","41세","주민등록연앙인구","","4024",
"안산시","남자","42세","주민등록연앙인구","","4446.5",
"안산시","남자","43세","주민등록연앙인구","","4702",
"안산시","남자","44세","주민등록연앙인구","","4801",
"안산시","남자","45세","주민등록연앙인구","","4772",
"안산시","남자","46세","주민등록연앙인구","","4520.5",
"안산시","남자","47세","주민등록연앙인구","","4512.5",
"안산시","남자","48세","주민등록연앙인구","","4633.5",
"안산시","남자","49세","주민등록연앙인구","","4858",
"안산시","남자","50세","주민등록연앙인구","","5388.5",
"안산시","남자","51세","주민등록연앙인구","","5690",
"안산시","남자","52세","주민등록연앙인구","","5802",
"안산시","남자","53세","주민등록연앙인구","","6075",
"안산시","남자","54세","주민등록연앙인구","","6287",
"안산시","남자","55세","주민등록연앙인구","","6315",
"안산시","남자","56세","주민등록연앙인구","","6426",
"안산시","남자","57세","주민등록연앙인구","","6247.5",
"안산시","남자","58세","주민등록연앙인구","","6012.5",
"안산시","남자","59세","주민등록연앙인구","","6113.5",
"안산시","남자","60세","주민등록연앙인구","","6067",
"안산시","남자","61세","주민등록연앙인구","","5735.5",
"안산시","남자","62세","주민등록연앙인구","","5762.5",
"안산시","남자","63세","주민등록연앙인구","","5932",
"안산시","남자","64세","주민등록연앙인구","","5813",
"안산시","남자","65세","주민등록연앙인구","","5340",
"안산시","남자","66세","주민등록연앙인구","","4709",
"안산시","남자","67세","주민등록연앙인구","","4202.5",
"안산시","남자","68세","주민등록연앙인구","","3677",
"안산시","남자","69세","주민등록연앙인구","","3289",
"안산시","남자","70세","주민등록연앙인구","","2883.5",
"안산시","남자","71세","주민등록연앙인구","","2302.5",
"안산시","남자","72세","주민등록연앙인구","","2126.5",
"안산시","남자","73세","주민등록연앙인구","","1834",
"안산시","남자","74세","주민등록연앙인구","","1542.5",
"안산시","남자","75세","주민등록연앙인구","","1547",
"안산시","남자","76세","주민등록연앙인구","","1460",
"안산시","남자","77세","주민등록연앙인구","","1390.5",
"안산시","남자","78세","주민등록연앙인구","","1214.5",
"안산시","남자","79세","주민등록연앙인구","","961.5",
"안산시","남자","80세 이상","주민등록연앙인구","","6709.5",
"안산시","남자","80세","주민등록연앙인구","","893.5",
"안산시","남자","81세","주민등록연앙인구","","870",
"안산시","남자","82세","주민등록연앙인구","","883",
"안산시","남자","83세","주민등록연앙인구","","792.5",
"안산시","남자","84세","주민등록연앙인구","","612.5",
"안산시","남자","85세 이상","주민등록연앙인구","","2658",
"안산시","남자","85세","주민등록연앙인구","","540.5",
"안산시","남자","86세","주민등록연앙인구","","470",
"안산시","남자","87세","주민등록연앙인구","","379",
"안산시","남자","88세","주민등록연앙인구","","316.5",
"안산시","남자","89세","주민등록연앙인구","","267",
"안산시","남자","90세","주민등록연앙인구","","197.5",
"안산시","남자","91세","주민등록연앙인구","","127.5",
"안산시","남자","92세","주민등록연앙인구","","110",
"안산시","남자","93세","주민등록연앙인구","","85.5",
"안산시","남자","94세","주민등록연앙인구","","52.5",
"안산시","남자","95세","주민등록연앙인구","","39.5",
"안산시","남자","96세","주민등록연앙인구","","27.5",
"안산시","남자","97세","주민등록연앙인구","","15",
"안산시","남자","98세","주민등록연앙인구","","8",
"안산시","남자","99세","주민등록연앙인구","","5.5",
"안산시","남자","100세 이상","주민등록연앙인구","","16.5",
"안산시","여자","계","주민등록연앙인구","","299402",
"안산시","여자","0세","주민등록연앙인구","","1288.5",
"안산시","여자","1세","주민등록연앙인구","","1202",
"안산시","여자","2세","주민등록연앙인구","","1254",
"안산시","여자","3세","주민등록연앙인구","","1305.5",
"안산시","여자","4세","주민등록연앙인구","","1355",
"안산시","여자","5세","주민등록연앙인구","","1472",
"안산시","여자","6세","주민등록연앙인구","","1594.5",
"안산시","여자","7세","주민등록연앙인구","","1699",
"안산시","여자","8세","주민등록연앙인구","","1860.5",
"안산시","여자","9세","주민등록연앙인구","","2128.5",
"안산시","여자","10세","주민등록연앙인구","","2238",
"안산시","여자","11세","주민등록연앙인구","","2231",
"안산시","여자","12세","주민등록연앙인구","","2374.5",
"안산시","여자","13세","주민등록연앙인구","","2568",
"안산시","여자","14세","주민등록연앙인구","","2602",
"안산시","여자","15세","주민등록연앙인구","","2566.5",
"안산시","여자","16세","주민등록연앙인구","","2637",
"안산시","여자","17세","주민등록연앙인구","","2887.5",
"안산시","여자","18세","주민등록연앙인구","","2892",
"안산시","여자","19세","주민등록연앙인구","","2811",
"안산시","여자","20세","주민등록연앙인구","","3031",
"안산시","여자","21세","주민등록연앙인구","","3242.5",
"안산시","여자","22세","주민등록연앙인구","","3406.5",
"안산시","여자","23세","주민등록연앙인구","","3757",
"안산시","여자","24세","주민등록연앙인구","","4287",
"안산시","여자","25세","주민등록연앙인구","","4467",
"안산시","여자","26세","주민등록연앙인구","","4328",
"안산시","여자","27세","주민등록연앙인구","","4386.5",
"안산시","여자","28세","주민등록연앙인구","","4464.5",
"안산시","여자","29세","주민등록연앙인구","","4509",
"안산시","여자","30세","주민등록연앙인구","","4430.5",
"안산시","여자","31세","주민등록연앙인구","","4252",
"안산시","여자","32세","주민등록연앙인구","","4214",
"안산시","여자","33세","주민등록연앙인구","","4136",
"안산시","여자","34세","주민등록연앙인구","","3697",
"안산시","여자","35세","주민등록연앙인구","","3412.5",
"안산시","여자","36세","주민등록연앙인구","","3309.5",
"안산시","여자","37세","주민등록연앙인구","","3157.5",
"안산시","여자","38세","주민등록연앙인구","","3083.5",
"안산시","여자","39세","주민등록연앙인구","","3178",
"안산시","여자","40세","주민등록연앙인구","","3305.5",
"안산시","여자","41세","주민등록연앙인구","","3563.5",
"안산시","여자","42세","주민등록연앙인구","","3893",
"안산시","여자","43세","주민등록연앙인구","","4165.5",
"안산시","여자","44세","주민등록연앙인구","","4363",
"안산시","여자","45세","주민등록연앙인구","","4425",
"안산시","여자","46세","주민등록연앙인구","","4231.5",
"안산시","여자","47세","주민등록연앙인구","","4258",
"안산시","여자","48세","주민등록연앙인구","","4480",
"안산시","여자","49세","주민등록연앙인구","","4711",
"안산시","여자","50세","주민등록연앙인구","","5145.5",
"안산시","여자","51세","주민등록연앙인구","","5653",
"안산시","여자","52세","주민등록연앙인구","","5948.5",
"안산시","여자","53세","주민등록연앙인구","","6192.5",
"안산시","여자","54세","주민등록연앙인구","","6375.5",
"안산시","여자","55세","주민등록연앙인구","","6530.5",
"안산시","여자","56세","주민등록연앙인구","","6657.5",
"안산시","여자","57세","주민등록연앙인구","","6422",
"안산시","여자","58세","주민등록연앙인구","","5898.5",
"안산시","여자","59세","주민등록연앙인구","","5834",
"안산시","여자","60세","주민등록연앙인구","","5811",
"안산시","여자","61세","주민등록연앙인구","","5245.5",
"안산시","여자","62세","주민등록연앙인구","","5180",
