학교명,주소,위도,경도
덕수고등학교,서울특별시 성동구 왕십리로 199,37.55526422,127.0411418
덕신고등학교,인천광역시 강화군 강화읍 고비고개로 45,37.74487949,126.472799
덕암고등학교,전라북도 김제시 하공로 9,35.81309241,126.8870829
덕암정보고등학교,전라북도 김제시 하공로 9,35.81309241,126.8870829
덕영고등학교,경기도 용인시 처인구 고림로74번길 15,37.24160007,127.2161944
덕원고등학교,대구광역시 수성구 욱수길 37,35.82572222,128.705953
덕원여자고등학교,서울특별시 강서구 강서로45길 91-44,37.54862258,126.8290245
덕원예술고등학교,서울특별시 강서구 강서로45길 91-44,37.54862258,126.8290245
덕이고등학교,경기도 고양시 일산서구 하이파크1로 64,37.69575632,126.7548512
덕일전자공업고등학교,서울특별시 구로구 서해안로21길 5-12,37.49053652,126.8371091
덕적고등학교,인천광역시 옹진군 덕적면 덕적남로 15,37.22538058,126.1481953
덕정고등학교,경기도 양주시 화합로 1488,37.83754226,127.071727
덕현고등학교,경기도 양주시 고읍북로 36,37.79823967,127.0846203
데레사여자고등학교,부산광역시 동구 정공단로47번길 14,35.13744209,129.0550458
도개고등학교,경상북도 구미시 도개면 도안로 120,36.3015122,128.3301698
도계고등학교,강원도 삼척시 도계읍 도계느티로 69,37.2295502,129.0534881
도계전산정보고등학교,강원도 삼척시 도계읍 도계느티로 24,37.23152638,129.0479747
도농고등학교,경기도 남양주시 다산순환로 1,37.61138869,127.150911
도담고등학교,세종특별자치시 보듬4로 41,36.51420716,127.2634446
도당고등학교,경기도 부천시 삼작로256번길 53-3,37.51862256,126.7909608
도래울고등학교,경기도 고양시 덕양구 도래울1로 67,37.62858197,126.8705724
도림고등학교,인천광역시 남동구 서창남로 8,37.42069732,126.752981
도봉고등학교,서울특별시 도봉구 도봉산길 27,37.68675501,127.0425784
도선고등학교,서울특별시 성동구 마장로 156,37.56684395,127.0269957
도원고등학교,대구광역시 달서구 미리샘길 52,35.80527659,128.5454882
도초고등학교,전라남도 신안군 도초면 서남문로 1493,34.7044768,125.951752
도화기계공업고등학교,인천광역시 미추홀구 석정로 165,37.47395988,126.6519987
독산고등학교,서울특별시 금천구 문성로 64,37.47621872,126.9109732
돌마고등학교,경기도 성남시 분당구 이매로 105,37.39327801,127.1321643
동계고등학교,전라북도 순창군 동계면 강동로 74,35.45004832,127.240649
동광고등학교,경기도 성남시 중원구 원터로 84,37.43463362,127.1434964
동광산업과학고등학교,강원도 고성군 토성면 백촌길 30-15,38.29445445,128.5429663
동구마케팅고등학교,서울특별시 성북구 성북로8길 71,37.59410587,127.0082153
동국대학교사범대학부속고등학교,서울특별시 동대문구 장안벚꽃로 201,37.57804718,127.075133
동국대학교사범대학부속금산고등학교,전라북도 김제시 금산면 모악로 47,35.7177326,126.9994481
동국대학교사범대학부속여자고등학교,서울특별시 광진구 광나루로36길 47,37.54192936,127.0869732
동국대학교사범대학부속영석고등학교,경기도 의정부시 시민로 363,37.73587133,127.0749104
동남고등학교,경기도 포천시 소흘읍 솔모루로3번길 69,37.82695298,127.1356234
동대전고등학교,대전광역시 대덕구 청림길 33,36.35628714,127.4236428
동덕여자고등학교,서울특별시 서초구 효령로2길 123-5,37.47583666,126.991995
동두천고등학교,경기도 동두천시 평화로2434번길 8,37.90471471,127.0592539
동두천외국어고등학교,경기도 동두천시 지행로 145,37.89280911,127.0630227
동두천중앙고등학교,경기도 동두천시 평화로 2280,37.89165104,127.0581024
동래고등학교,부산광역시 동래구 충렬대로285번길 22,35.20090083,129.0927025
동래여자고등학교,부산광역시 금정구 체육공원로 20,35.24704234,129.0981972
동래원예고등학교,부산광역시 동래구 금강로 43,35.21464589,129.0754982
동명고등학교,경상북도 칠곡군 동명면 백송로 797,35.98517727,128.549309
동명고등학교,광주광역시 광산구 사이동길 16,35.15572545,126.7407775
동명공업고등학교,부산광역시 남구 신선로 410,35.12091013,129.1008256
동명생활경영고등학교,서울특별시 은평구 통일로 793,37.61441879,126.9228204
동명여자고등학교,서울특별시 은평구 통일로 793,37.61441879,126.9228204
동문고등학교,대구광역시 수성구 효행로 17,35.87730148,128.6510319
동방고등학교,대전광역시 서구 계백로 1106,36.30033708,127.3462432
동백고등학교,경기도 용인시 기흥구 동백7로 61,37.28335075,127.1584727
동북고등학교,서울특별시 강동구 강동대로 305,37.52024061,127.1394507
동산고등학교,인천광역시 동구 동산로 58,37.47303977,126.6488935
동성고등학교,서울특별시 종로구 대학로 156,37.58496996,127.0030619
동아고등학교,부산광역시 사하구 괴정로244번길 63,35.09340085,128.9844284
동아공업고등학교,부산광역시 사하구 괴정로260번길 79,35.09322008,128.9884286
동아마이스터고등학교,대전광역시 동구 충정로 97,36.34466315,127.4545998
동아여자고등학교,광주광역시 남구 오방로 16-10,35.12584749,126.9220748
동안고등학교,경기도 안양시 동안구 부림로 71,37.39035669,126.9661064
동암고등학교,전라북도 전주시 완산구 소태정4길 1,35.80652136,127.1012295
동양고등학교,서울특별시 강서구 허준로 50,37.56901968,126.8470811
동우여자고등학교,경기도 수원시 장안구 장안로 426-1,37.31981901,126.9824035
동원고등학교,경기도 수원시 장안구 장안로 426-1,37.31981901,126.9824035
동원고등학교,경상남도 통영시 광도면 용호로 12-29,34.86949142,128.4131205
동의공업고등학교,부산광역시 부산진구 양지로 50,35.16600974,129.0717385
동인고등학교,부산광역시 동래구 쇠미로31번길 34,35.19852193,129.0509969
동인천고등학교,인천광역시 남동구 만수로75번길 71-15,37.46583064,126.7352326
동일공업고등학교,경기도 평택시 중앙로 315,36.99232581,127.1179833
동일미래과학고등학교,광주광역시 남구 천변좌로 604,35.12886986,126.9273037
동일여자고등학교,서울특별시 금천구 탑골로10길 45,37.45193626,126.9158199
동일여자상업고등학교,서울특별시 금천구 탑골로10길 45,37.45193626,126.9158199
동작고등학교,서울특별시 동작구 솔밭로 51,37.48260194,126.9650863
동주여자고등학교,부산광역시 중구 광복중앙로 18,35.10097077,129.0313539
동지고등학교,경상북도 포항시 북구 용흥로 123,36.03860468,129.3467246
동지여자고등학교,경상북도 포항시 북구 용흥로 123,36.03865306,129.3467246
동천고등학교,부산광역시 남구 못골번영로 105,35.14433722,129.0868043
동탄고등학교,경기도 화성시 동탄공원로1길 26-7,37.20414063,127.0603836
동탄국제고등학교,경기도 화성시 동탄나루로 27,37.18920635,127.0783391
동탄중앙고등학교,경기도 화성시 동탄대로시범길 167,37.20125793,127.1104241
동패고등학교,경기도 파주시 교하로 350,37.71123986,126.7344265
동해광희고등학교,강원도 동해시 청운로 112,37.48988278,129.1026542
동해삼육고등학교,강원도 동해시 동해대로 5367,37.52207648,129.0997495
동해상업고등학교,강원도 동해시 느릅재길 65,37.54320424,129.0941785
동화고등학교,경기도 남양주시 경춘로 434,37.60793099,127.1619037
두레자연고등학교,경기도 화성시 우정읍 두레길 42,37.05938617,126.7957736
두루고등학교,세종특별자치시 마음안1로 53,36.51626999,127.2273942
두원공업고등학교,경기도 안성시 미양면 미양로 727,36.99677795,127.2417999
두호고등학교,경상북도 포항시 북구 학전로111번길 21,36.06278962,129.373205
둔내고등학교,강원도 횡성군 둔내면 둔내로 22,37.51082916,128.2127223
둔촌고등학교,서울특별시 강동구 명일로 140,37.53143258,127.1438087
등촌고등학교,서울특별시 강서구 공항대로39길 115,37.56294522,126.8450461
라온고등학교,경기도 평택시 경기대로1376번길 38-6,37.06940562,127.0669522
리라아트고등학교,서울특별시 중구 소파로2길 24,37.55711546,126.988252
마령고등학교,전라북도 진안군 마령면 임진로 2076,35.7322463,127.3721322
마사고등학교실습지,전라북도 장수군 천천면 승마로 1005-31,35.70108474,127.5112784
마산가포고등학교,경상남도 창원시 마산합포구 가포로 262,35.16749022,128.5711686
마산고등학교,경상남도 창원시 마산합포구 심온길 33,35.20055288,128.5616541
마산공업고등학교,경상남도 창원시 마산회원구 학교단지로 53,35.24416345,128.5959636
마산구암고등학교,경상남도 창원시 마산회원구 팔용로 220,35.24705748,128.5968168
마산내서여자고등학교,경상남도 창원시 마산회원구 내서읍 삼풍로 133,35.23729062,128.5028667
마산무학여자고등학교,경상남도 창원시 마산회원구 회원동33길 17,35.22302589,128.5748764
마산삼진고등학교,경상남도 창원시 마산합포구 진동면 삼진의거대로 661-13,35.11862898,128.4887806
마산여자고등학교,경상남도 창원시 마산합포구 고운로 157,35.19593834,128.5614097
마산용마고등학교,경상남도 창원시 마산합포구 허당로 51,35.21228385,128.5821184
마산제일고등학교,경상남도 창원시 마산회원구 내서읍 함마대로 2610,35.26178427,128.5054568
마산제일여자고등학교,경상남도 창원시 마산합포구 고운로 65,35.18864312,128.5564145
마산중앙고등학교,경상남도 창원시 마산합포구 고운로 103,35.19192849,128.5584266
마석고등학교,경기도 남양주시 화도읍 녹촌로 35,37.64380716,127.2993147
마송고등학교,경기도 김포시 통진읍 마송1로 155,37.68722438,126.5936896
마장고등학교,경기도 이천시 마장면 마도로 23,37.25812644,127.3512887
마차고등학교,강원도 영월군 북면 문학로길 25-8,37.25532941,128.4513289
마포고등학교,서울특별시 강서구 화곡로 403,37.55998867,126.8531334
만경고등학교,전라북도 김제시 만경읍 능제로 29,35.84855174,126.8172884
만경여자고등학교,전라북도 김제시 만경읍 만경로 823,35.85368915,126.8147776
만덕고등학교,부산광역시 북구 함박봉로140번길 98-12,35.20179406,129.0345872
만리포고등학교,충청남도 태안군 소원면 서해로 631,36.76035844,126.1908228
망포고등학교,경기도 수원시 영통구 동탄지성로 468,37.23382741,127.0464357
매곡고등학교,울산광역시 북구 매산로 45,35.64481395,129.3595287
매괴고등학교,충청북도 음성군 감곡면 매괴길 10,37.12067594,127.6406222
매성고등학교,전라남도 나주시 쌍산1길 19,35.02860687,126.7917708
매원고등학교,경기도 수원시 영통구 삼성로213번길 120,37.26565476,127.0545337
매천고등학교,대구광역시 북구 매전로 70,35.91159433,128.5472371
매탄고등학교,경기도 수원시 영통구 매탄로126번길 11,37.26262774,127.044778
매향여자정보고등학교,경기도 수원시 팔달구 수원천로 350,37.28457356,127.0186217
매홀고등학교,경기도 오산시 내삼미로80번길 9-10,37.16945751,127.06885
면목고등학교,서울특별시 중랑구 용마산로72길 36-14,37.58466341,127.0972706
명덕고등학교,경상남도 함안군 가야읍 고분길 107,35.27250669,128.4024888
명덕고등학교,서울특별시 강서구 강서로47길 34-10,37.55390749,126.8342915
명덕여자고등학교,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342915
명덕외국어고등학교,서울특별시 강서구 강서로47길 34-10,37.55394399,126.8342915
명문고등학교,경기도 광명시 광명로812번길 16,37.47057166,126.8498885
명석고등학교,대전광역시 동구 우암로 380,36.35298746,127.4542462
명신고등학교,경상남도 진주시 대신로 614,35.21571985,128.1143969
명신여자고등학교,인천광역시 부평구 원적로 260,37.50460448,126.6939278
명인고등학교,경상북도 성주군 선남면 도성2길 4,35.88583823,128.3642206
명일여자고등학교,서울특별시 강동구 명일로 350,37.54977633,127.1495815
명지고등학교,서울특별시 서대문구 명지2길 56,37.58491135,126.9270903
명진고등학교,광주광역시 광산구 수완로12번길 21,35.18741842,126.8301197
명호고등학교,부산광역시 강서구 명지오션시티2로 97,35.08062883,128.9000754
모계고등학교,경상북도 청도군 화양읍 청화로 67,35.6494626,128.7359915
모락고등학교,경기도 의왕시 모락로 134,37.36997131,126.9670058
목감고등학교,경기도 시흥시 목감둘레로 150,37.37222339,126.8571834
목도고등학교,충청북도 괴산군 불정면 한불로청덕1길 50-15,36.87115391,127.8512561
목동고등학교,서울특별시 양천구 목동동로2길 68,37.50921598,126.860143
목상고등학교,전라남도 목포시 소영길 13,34.80571314,126.3949956
목천고등학교,충청남도 천안시 동남구 목천읍 삼방로 145,36.78283528,127.2318896
목포고등학교,전라남도 목포시 산정로224번길 11,34.80861333,126.3918035
목포공업고등학교,전라남도 목포시 용당로 100,34.79607323,126.4038678
목포덕인고등학교,전라남도 목포시 죽선로 39-2,34.79998069,126.372628
목포마리아회고등학교,전라남도 목포시 양을로 229,34.81310262,126.3945838
목포성신고등학교,전라남도 목포시 상동로 87-1,34.81645959,126.4097016
목포여자고등학교,전라남도 목포시 청호로 34,34.79788027,126.3852423
목포여자상업고등학교,전라남도 목포시 영산로 413-1,34.80787958,126.4098144
목포정명여자고등학교,전라남도 목포시 삼일로 45,34.79640482,126.3831138
목포제일여자고등학교,전라남도 목포시 삼향천로 85,34.80762176,126.430872
목포중앙고등학교,전라남도 목포시 지적로 36,34.8347188,126.4258535
목포혜인여자고등학교,전라남도 목포시 죽선로 39-2,34.79998069,126.372628
목포홍일고등학교,전라남도 목포시 북항로 88,34.80223621,126.3755128
무거고등학교,울산광역시 남구 대학로1번길 17-28,35.53627893,129.2507423
무룡고등학교,울산광역시 북구 사청1길 30,35.58665093,129.3616127
무산고등학교,경상북도 경주시 건천읍 천포방내길 18,35.84478146,129.0961167
무안고등학교,전라남도 무안군 무안읍 성남1길 61-1,34.98164887,126.467027
무원고등학교,경기도 고양시 덕양구 화신로 65,37.61907994,126.8381619
무주고등학교,전라북도 무주군 무주읍 한수로 32,36.01371751,127.6633474
무풍고등학교,전라북도 무주군 무풍면 대덕산로 914,35.96676372,127.8464687
무학여자고등학교,서울특별시 성동구 고산자로 197,37.55762633,127.0338809
묵호고등학교,강원도 동해시 승지로 37,37.53776167,129.0957467
문경공업고등학교,경상북도 문경시 영신로 65,36.59534446,128.2073918
문경여자고등학교,경상북도 문경시 여고길 40,36.59406498,128.1944829
문막고등학교,강원도 원주시 문막읍 문막시장1길 58,37.30521572,127.8147585
문명고등학교,경상북도 경산시 경청로230길 30,35.80503215,128.7451394
문산고등학교,경기도 파주시 문산읍 당동1로 22,37.86299886,126.7757779
문산수억고등학교,경기도 파주시 파주읍 우계로 357,37.85202704,126.8025828
문산제일고등학교,경기도 파주시 평화로 190,37.77260399,126.7628873
문성고등학교,광주광역시 남구 제석로 73,35.12045939,126.9049884
문수고등학교,울산광역시 남구 울밀로 2905,35.55569199,129.265401
문일고등학교,서울특별시 금천구 시흥대로47길 45,37.44891526,126.8987207
문일여자고등학교,인천광역시 남동구 구월로372번길 56,37.45247978,126.7306571
문정고등학교,서울특별시 송파구 송이로34길 62,37.4851785,127.1266921
문정여자고등학교,광주광역시 북구 능안로30번길 33,35.18919758,126.9194511
문창고등학교,경상북도 문경시 돈달로 145,36.60352544,128.2003063
문태고등학교,전라남도 목포시 용당로 138,34.80057558,126.4030507
문학정보고등학교,인천광역시 미추홀구 소성로350번길 29,37.43549148,126.6866821
문향고등학교,전라남도 장성군 장성읍 문화로 94,35.30341746,126.7680095
문현고등학교,울산광역시 동구 화잠7길 25,35.48239565,129.4091804
문현고등학교,서울특별시 송파구 충민로 115,37.48131355,127.1287623
문현여자고등학교,부산광역시 남구 고동골로 86-41,35.14513702,129.0739485
문화고등학교,경상북도 경주시 충현로 98,35.85337311,129.1690639
물금고등학교,경상남도 양산시 물금읍 신주1길 20,35.33561326,129.0163375
미래산업과학고등학교,서울특별시 노원구 덕릉로82길 54,37.65877948,127.0784407
미림여자고등학교,서울특별시 관악구 호암로 546,37.4661018,126.9319279
미림여자정보과학고등학교,서울특별시 관악구 호암로 546,37.4661018,126.9319279
미사강변고등학교,경기도 하남시 미사강변한강로 75,37.5777571,127.1837309
미사고등학교,경기도 하남시 미사강변한강로 210,37.57050336,127.1933009
미양고등학교,서울특별시 강북구 인수봉로 39,37.62366717,127.0121354
미추홀외국어고등학교,인천광역시 남동구 에코중앙로 130,37.38961737,126.7244414
민족사관고등학교,강원도 횡성군 안흥면 봉화로 800,37.45819179,128.1457657
밀성고등학교,경상남도 밀양시 석정로 127,35.50154853,128.7509238
밀성제일고등학교,경상남도 밀양시 밀양대로 2078,35.50218318,128.750145
밀양고등학교,경상남도 밀양시 약산로 15,35.49378586,128.7467834
밀양동명고등학교,경상남도 밀양시 하남읍 동명길 14,35.37270065,128.7134587
밀양여자고등학교,경상남도 밀양시 내일중앙길 10,35.49521193,128.7559345
박문여자고등학교,인천광역시 연수구 송도과학로51번길 16,37.38275068,126.6662372
반곡고등학교,세종특별자치시 시청대로 566,36.49675815,127.3166201
반송고등학교,경기도 화성시 동탄반석로 21,37.19276804,127.0777778
반여고등학교,부산광역시 해운대구 반여로 136,35.20295915,129.1265612
반포고등학교,서울특별시 서초구 고무래로 71,37.50270273,127.0165603
발곡고등학교,경기도 의정부시 동일로454번길 150,37.72846023,127.0678813
발안바이오과학고등학교,경기도 화성시 향남읍 발안로 71,37.13293438,126.9170045
방산고등학교,서울특별시 송파구 오금로27길 18,37.50831315,127.1204696
방어진고등학교,울산광역시 동구 학문로 50,35.50456253,129.4229041
배곧고등학교,경기도 시흥시 배곧4로 94-10,37.37409154,126.73254
배명고등학교,서울특별시 송파구 삼학사로 11,37.4976895,127.0958118
배문고등학교,서울특별시 용산구 효창원로 258,37.54999783,126.9639041
배방고등학교,충청남도 아산시 배방읍 배방산길359번길 61,36.76914725,127.0664537
배영고등학교,전라북도 정읍시 동학로 243,35.60126026,126.8116536
배재고등학교,서울특별시 강동구 고덕로 227,37.55505939,127.1502473
배정고등학교,부산광역시 남구 장고개로85번길 14-16,35.13215205,129.0674134
배정미래고등학교,부산광역시 남구 장고개로85번길 14-40,35.13109322,129.0680868
배화여자고등학교,서울특별시 종로구 필운대로1길 34,37.57954401,126.9672919
백령고등학교,인천광역시 옹진군 백령면 백령로 708,37.96441431,124.6760478
백마고등학교,경기도 고양시 일산동구 백석로 155,37.65198233,126.7940121
백산고등학교,전라북도 부안군 백산면 백산로 379,35.70808449,126.7910026
백석고등학교,경기도 고양시 일산동구 강촌로 115,37.6529063,126.7869189
백석고등학교,인천광역시 서구 서곶로 701,37.58060359,126.6742921
백송고등학교,경기도 고양시 일산서구 덕이로172번길 4-39,37.69741041,126.742303
백신고등학교,경기도 고양시 일산동구 백석로 8,37.64248837,126.7819557
백암고등학교,경기도 용인시 처인구 백암면 백원로 519-9,37.164968,127.3685728
백암고등학교,서울특별시 양천구 신정로13길 16,37.51219626,126.844377
백양고등학교,경기도 고양시 덕양구 화신로 199,37.62949459,126.8384269
백영고등학교,경기도 안양시 동안구 관평로 94,37.386458,126.9649474
백운고등학교,경기도 의왕시 내손순환로 136,37.38788839,126.9866943
백제고등학교,전라남도 무안군 무안읍 무안로 422,34.98248636,126.4734979
백화여자고등학교,전라북도 장수군 장계면 백화로 4-31,35.72778419,127.5861808
벌교고등학교,전라남도 보성군 벌교읍 채동선로 115,34.8333152,127.3422901
벌교상업고등학교,전라남도 보성군 벌교읍 홍암로 61,34.84667869,127.3495607
벌교여자고등학교,전라남도 보성군 벌교읍 채동선로 133,34.83509041,127.3411374
범박고등학교,경기도 부천시 범박로 27-1,37.46768281,126.8117382
범서고등학교,울산광역시 울주군 범서읍 대리로 69,35.56979093,129.2493247
범어고등학교,경상남도 양산시 물금읍 신주로 88,35.32971211,129.0184462
법성고등학교,전라남도 영광군 법성면 용덕로 66,35.35954595,126.4574606
별가람고등학교,경기도 남양주시 순화궁로 393,37.66143761,127.1221742
별내고등학교,경기도 남양주시 별내5로 36,37.65158042,127.1170775
병영상업고등학교,전라남도 강진군 병영면 하멜로 372,34.71314245,126.8136156
병점고등학교,경기도 화성시 병점중앙로 72,37.20585454,127.0437159
병천고등학교,충청남도 천안시 동남구 병천면 충절로 1872,36.76421876,127.3133479
보광고등학교,경상남도 양산시 하북면 신평로 46,35.4918218,129.0873838
보라고등학교,경기도 용인시 기흥구 한보라1로43번길 7,37.25145551,127.1105881
보람고등학교,세종특별자치시 한누리대로 2176,36.47764107,127.2840392
보문고등학교,광주광역시 광산구 어등대로529번길 37,35.15386307,126.7768705
보문고등학교,"대전광역시 동구 우암로 57, 보문고등학교 (삼성동, 보문고등학교,보문중학교)",36.33697696,127.4241257
보성고등학교,전라남도 보성군 보성읍 용문길 48,34.77571293,127.0942137
보성고등학교,서울특별시 송파구 양재대로 1278,37.52008989,127.1357293
보성여자고등학교,서울특별시 용산구 신흥로3가길 66,37.54308154,126.9842996
보영여자고등학교,경기도 동두천시 동광로 124,37.91198659,127.0610716
보은고등학교,충청북도 보은군 보은읍 보은로 17,36.47530948,127.7205512
보은여자고등학교,충청북도 보은군 보은읍 보은로 223,36.49472013,127.7161033
보은정보고등학교,충청북도 보은군 보은읍 성주길 27,36.49099891,127.7352841
보인고등학교,서울특별시 송파구 오금로49길 18,37.4975692,127.1395178
보정고등학교,경기도 용인시 기흥구 보정로 22,37.31390108,127.1096482
보평고등학교,경기도 성남시 분당구 동판교로 124,37.39419168,127.1176047
복자여자고등학교,충청남도 천안시 동남구 복자1길 1,36.81554363,127.1523399
복정고등학교,경기도 성남시 수정구 복정안골로 35,37.46152833,127.1372794
봉담고등학교,경기도 화성시 봉담읍 상봉길 42,37.21786869,126.9538902
봉명고등학교,충청북도 청주시 흥덕구 월명로220번길 19,36.65492565,127.4552839
봉의고등학교,강원도 춘천시 후석로250번길 22,37.87368493,127.7543888
봉일천고등학교,경기도 파주시 조리읍 소곡로 54,37.74699036,126.8162726
봉평고등학교,강원도 평창군 봉평면 기풍4길 27-6,37.61770857,128.3813671
봉화고등학교,경상북도 봉화군 봉화읍 내성로 138,36.89603742,128.7399693
봉황고등학교,전라남도 나주시 월정5길 22,35.00741422,126.7861436
부개고등학교,인천광역시 부평구 수변로57번길 36,37.49221895,126.7380466
부개여자고등학교,인천광역시 부평구 부흥로 433,37.49791578,126.7410316
부경고등학교,부산광역시 서구 망양로33번길 12,35.1157788,129.0133065
부곡고등학교,경기도 안산시 상록구 시낭로 78,37.33158001,126.8574668
부광고등학교,인천광역시 부평구 화랑로 28,37.48841975,126.7030714
부광여자고등학교,인천광역시 부평구 충선로 143,37.5026085,126.7355759
부명고등학교,경기도 부천시 석천로 127,37.49912254,126.7612672
부산강서고등학교,부산광역시 강서구 공항로1309번길 96-7,35.21642661,128.9824742
부산고등학교,부산광역시 동구 초량로40번길 23,35.12146725,129.0366296
부산공업고등학교,부산광역시 남구 수영로196번길 80,35.13016741,129.0876872
부산과학고등학교,부산광역시 금정구 금샘로 455-1,35.26378067,129.0833789
부산관광고등학교,부산광역시 서구 천마로 52,35.08250056,129.0222269
부산국제고등학교,부산광역시 부산진구 백양관문로 105-70,35.16722627,129.0234526
부산기계공업고등학교,부산광역시 해운대구 해운대로 569,35.16184146,129.1528983
부산남고등학교,부산광역시 영도구 중리북로 5,35.06995196,129.0649669
부산남일고등학교,부산광역시 수영구 망미배산로48번길 85-23,35.17856564,129.1011712
부산대저고등학교,부산광역시 강서구 공항로811번가길 46,35.17758668,128.956294
부산대학교사범대학부설고등학교,부산광역시 금정구 기찰로22번길 30,35.23281826,129.0956533
부산동고등학교,부산광역시 부산진구 동성로30번길 36,35.15326954,129.0712527
부산동성고등학교,부산광역시 부산진구 동성로 16,35.15151692,129.0697793
부산동여자고등학교,부산광역시 수영구 남천서로32번길 39,35.14602702,129.1047285
부산디지털고등학교,부산광역시 중구 망양로 356,35.10885429,129.0324467
부산마케팅고등학교,부산광역시 부산진구 봉수로 13,35.15108044,129.0704528
부산문화여자고등학교,부산광역시 해운대구 해운대로469번길 50,35.16597407,129.1435338
부산백양고등학교,부산광역시 북구 백양대로1016번길 64,35.19695301,128.9975453
부산보건고등학교,부산광역시 영도구 절영로 163,35.0815515,129.0412838
부산서여자고등학교,부산광역시 서구 보수대로 202-6,35.11340208,129.0213157
부산세무고등학교,부산광역시 남구 진남로 82-19,35.13964921,129.085826
부산센텀여자고등학교,부산광역시 해운대구 해운대로469번길 50-1,35.16591884,129.1443578
부산소프트웨어마이스터고등학교,부산광역시 강서구 가락대로 1393,35.18926099,128.9039688
부산여자고등학교,부산광역시 사하구 낙동대로520번길 36,35.11150068,128.9674864
부산여자상업고등학교,부산광역시 수영구 금련로 43,35.16911499,129.0964447
부산영상예술고등학교,부산광역시 영도구 영상길 100,35.08513613,129.0449175
부산예술고등학교,부산광역시 금정구 체육공원로 20,35.24704234,129.0981972
부산외국어고등학교,부산광역시 연제구 고분로 144,35.18370672,129.0971477
부산일과학고등학교,부산광역시 사하구 제석로 242,35.11720995,128.9888935
부산자동차고등학교,부산광역시 사하구 하신중앙로3번나길 16,35.07556112,128.9643074
부산장안고등학교,부산광역시 기장군 장안읍 장안고길 8-16,35.31875901,129.2361258
부산전자공업고등학교,부산광역시 동래구 금강로59번길 51,35.21560631,129.0730588
부산정보고등학교,부산광역시 부산진구 화지로 24,35.1775236,129.0645205
부산정보관광고등학교,부산광역시 금정구 동현로 37,35.22394897,129.0919103
부산중앙고등학교,부산광역시 남구 진남로127번길 50,35.139866,129.0786353
부산중앙여자고등학교,부산광역시 동래구 온천천로 131,35.2079666,129.0796668
부산진고등학교,부산광역시 부산진구 성지로94번길 54,35.17978878,129.0552176
부산진여자고등학교,부산광역시 부산진구 양정로 48,35.16950074,129.0750971
부산진여자상업고등학교,부산광역시 부산진구 진남로 524,35.1701018,129.0721827
부산체육고등학교,부산광역시 영도구 중리북로21번길 5,35.07205496,129.064034
부산컴퓨터과학고등학교,부산광역시 동구 초량로80번길 5,35.12106351,129.0329123
부산해사고등학교,부산광역시 영도구 해양로 425,35.0741905,129.0770175
부석고등학교,충청남도 서산시 부석면 무학로 1180-9,36.71916922,126.4011757
부안고등학교,전라북도 부안군 부안읍 문정로 32,35.71604257,126.7289178
부안여자고등학교,전라북도 부안군 부안읍 교동1길 54,35.71495546,126.7359295
부안제일고등학교,전라북도 부안군 행안면 춘헌길 1,35.72864208,126.7225062
부여고등학교,충청남도 부여군 부여읍 금성로91번길 3,36.27386362,126.9230728
부여여자고등학교,충청남도 부여군 부여읍 부소로 47,36.28531993,126.9152923
부여전자고등학교,충청남도 부여군 임천면 충절로 1027,36.17627488,126.8917865
부여정보고등학교,충청남도 부여군 규암면 충절로2316번길 24,36.27731649,126.8817737
부영여자고등학교,전라남도 여수시 안산1길 172-9,34.75860431,127.6507122
부용고등학교,경기도 의정부시 오목로 96,37.73630575,127.0929481
부원고등학교,경기도 이천시 장호원읍 서동대로 8857,37.11673313,127.619479
부일외국어고등학교,부산광역시 사하구 감천로73번길 36,35.09073609,129.0025604
부일전자디자인고등학교,부산광역시 사하구 감천로73번길 36,35.09073609,129.0025604
부천고등학교,경기도 부천시 경인로 92번길 70,37.47991398,126.7663039
부천공업고등학교,경기도 부천시 경인로120번길 82,37.48141243,126.7667974
부천북고등학교,경기도 부천시 삼작로256번길 40,37.51845054,126.7890343
부천여자고등학교,경기도 부천시 석천로16번길 37,37.48987335,126.7617479
부천정보산업고등학교,경기도 부천시 신상로 94,37.49636452,126.7494103
부평고등학교,인천광역시 부평구 부흥북로 43,37.50227408,126.7276188
부평공업고등학교,인천광역시 부평구 주부토로 194,37.51253378,126.7267928
부평여자고등학교,인천광역시 부평구 부흥로243번길 44,37.50115184,126.7197062
부흥고등학교,부산광역시 해운대구 좌동순환로 248,35.17367376,129.180577
부흥고등학교,경기도 안양시 동안구 달안로 15,37.39330664,126.9446222
북삼고등학교,경상북도 칠곡군 북삼읍 북삼로2길 130,36.07169715,128.3347281
북원여자고등학교,강원도 원주시 원문로137번길 32,37.35495273,127.9324254
북일고등학교,충청남도 천안시 동남구 단대로 69,36.83200106,127.1585854
북일여자고등학교,충청남도 천안시 동남구 단대로 71,36.83197659,127.1591924
북평고등학교,강원도 동해시 효자남길 51,37.49008122,129.1065015
북평여자고등학교,강원도 동해시 동굴로 55,37.51771407,129.1090491
분당경영고등학교,경기도 성남시 분당구 금곡로 289,37.35502581,127.1096108
분당고등학교,경기도 성남시 분당구 내정로165번길 31,37.37563295,127.1160677
분당대진고등학교,경기도 성남시 분당구 분당로 271,37.36941233,127.1381475
분당영덕여자고등학교,경기도 성남시 분당구 판교로592번길 13,37.40529859,127.1394071
