학교명,주소,위도,경도
성창여자고등학교,경상북도 안동시 석수길 53,36.57874381,128.7126189
성포고등학교,경기도 안산시 상록구 충장로 538,37.32610962,126.8513003
성호고등학교,경기도 오산시 동부대로436번길 46,37.13914256,127.0816273
성화여자고등학교,대구광역시 북구 복현로 140,35.9032298,128.620265
성환고등학교,충청남도 천안시 서북구 성환읍 신방로 354,36.92382051,127.1155928
성희여자고등학교,경상북도 안동시 강남로 246,36.55153109,128.7291442
세경고등학교,경기도 파주시 파주읍 술이홀로 379,37.83131463,126.8299018
세광고등학교,충청북도 청주시 서원구 2순환로 1572,36.6032833,127.4529213
세교고등학교,경기도 오산시 수청로 112,37.17800671,127.0533473
세그루패션디자인고등학교,서울특별시 도봉구 시루봉로 53,37.65634868,127.0268766
세마고등학교,경기도 오산시 수목원로 559-17,37.18054088,127.0409971
세명고등학교,경상북도 포항시 남구 새천년대로474번길 13,36.01659564,129.3495112
세명고등학교,충청북도 제천시 세명로 88,37.18313024,128.1977907
세명컴퓨터고등학교,서울특별시 은평구 통일로92가길 33,37.6277708,126.9232499
세원고등학교,경기도 고양시 일산동구 숲속마을로 202,37.67146934,126.8033476
세인고등학교,전라북도 완주군 화산면 화산로 1486,36.06863841,127.153994
세인고등학교,울산광역시 울주군 웅촌면 은현작동로 58,35.45796952,129.1779268
세인트존스베리 아카데미 제주,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10,33.28529333,126.2843128
세일고등학교,인천광역시 부평구 원적로 245,37.50616504,126.6930689
세정고등학교,부산광역시 부산진구 양정로 88-12,35.16997026,129.0793616
세종고등학교,세종특별자치시 조치원읍 조치원중고길 10,36.6113263,127.298987
세종고등학교,경상남도 밀양시 가곡8길 28,35.47378054,128.7637125
세종고등학교,경기도 여주시 청심로 221,37.29549345,127.6462791
세종과학고등학교,서울특별시 구로구 오리로21길 79,37.4975694,126.8273517
세종과학예술영재학교,세종특별자치시 달빛1로 265,36.52289844,127.2491308
세종국제고등학교,세종특별자치시 달빛1로 251,36.52175116,127.2468867
세종대성고등학교,세종특별자치시 다솜로 22,36.49713137,127.2546814
세종여자고등학교,세종특별자치시 조치원읍 봉산로 16,36.60790871,127.2879076
세종예술고등학교,세종특별자치시 연기면 중앙공원서로 60,36.49045371,127.2693275
세종장영실고등학교,세종특별자치시 금남면 금남구즉로 196,36.47763276,127.2994619
세종하이텍고등학교,세종특별자치시 부강면 문곡달미길 6,36.52678816,127.3818926
세현고등학교,서울특별시 강서구 허준로 227,37.56043066,126.8636211
세화고등학교,경상북도 포항시 북구 아치로 94,36.05282731,129.3521048
세화고등학교,제주특별자치도 제주시 구좌읍 세종로 26,33.51619733,126.862739
세화고등학교,서울특별시 서초구 신반포로 56-7,37.50199646,126.99423
세화여자고등학교,서울특별시 서초구 신반포로 56-7,37.50199646,126.99423
센텀고등학교,부산광역시 해운대구 해운대로 246,35.17710343,129.1269806
소담고등학교,세종특별자치시 남세종로 326,36.48250499,127.3028199
소래고등학교,경기도 시흥시 수인로3287번길 26,37.43782613,126.7948856
소명여자고등학교,경기도 부천시 부일로571번길 84,37.48782298,126.79131
소사고등학교,경기도 부천시 소사로78번길 22,37.46496623,126.8001855
소양고등학교,강원도 춘천시 영서로 2872,37.91001603,127.7232945
소하고등학교,경기도 광명시 소하일로 21,37.44724606,126.8875821
속초고등학교,강원도 속초시 사진용촌길 42,38.22494068,128.5842853
속초여자고등학교,강원도 속초시 배움터길 16,38.19910408,128.5679325
솔터고등학교,경기도 김포시 김포한강7로22번길 109,37.64179455,126.6362439
송곡고등학교,서울특별시 중랑구 양원역로 50,37.60584544,127.1064637
송곡관광고등학교,서울특별시 중랑구 양원역로 67,37.60668904,127.1051455
송곡여자고등학교,서울특별시 중랑구 양원역로 67,37.60668904,127.1051455
송내고등학교,경기도 부천시 서촌로20번길 13,37.48678546,126.7453518
송도고등학교,인천광역시 연수구 독배로 91,37.42861209,126.6437726
송림고등학교,경기도 성남시 분당구 이매로 100,37.39191272,127.1318098
송산고등학교,경기도 화성시 송산면 송산포도로 102-21,37.21646461,126.7382371
송악고등학교,충청남도 당진시 송악읍 송악로 165,36.91658244,126.7047622
송양고등학교,경기도 의정부시 송양로 6,37.75310988,127.1065649
송우고등학교,경기도 포천시 소흘읍 태봉로 125,37.82940922,127.1384377
송원고등학교,광주광역시 남구 송암로 73,35.10818451,126.8732664
송원여자고등학교,광주광역시 남구 송암로 73,35.10818451,126.8732664
송원여자상업고등학교,광주광역시 남구 송암로 73,35.10818451,126.8732664
송지고등학교,전라남도 해남군 송지면 미야길 158-16,34.38449027,126.5157373
송탄고등학교,경기도 평택시 정암로 142,37.05641034,127.0699325
송파공업고등학교,서울특별시 송파구 양산로 21,37.49179274,127.1423309
송현고등학교,경기도 의정부시 용민로 159,37.74392075,127.0908317
송현여자고등학교,대구광역시 달서구 송현로 156,35.83112106,128.5462157
송호고등학교,경기도 안산시 상록구 광덕3로 296,37.31050267,126.8452044
수내고등학교,경기도 성남시 분당구 발이봉북로 15,37.36611487,127.1298639
수도여자고등학교,서울특별시 동작구 여의대방로10길 73,37.49280146,126.9149071
수도전기공업고등학교,서울특별시 강남구 개포로 410,37.48493754,127.0644787
수락고등학교,서울특별시 노원구 동일로245길 143,37.68293167,127.053571
수리고등학교,경기도 군포시 수리산로 39,37.35526201,126.9197712
수명고등학교,서울특별시 강서구 수명로2길 15,37.54976186,126.8247663
수비고등학교,경상북도 영양군 수비면 낙동정맥로 2417,36.76502287,129.2037522
수성고등학교,경기도 수원시 장안구 장안로90번길 39,37.29361367,127.0026571
수성고등학교,대구광역시 수성구 용학로28길 36,35.82127653,128.625466
수완고등학교,광주광역시 광산구 장덕로 155,35.19807379,126.8259386
수원고등학교,경기도 수원시 팔달구 정조로 666-10,37.26713365,127.0174147
수원공업고등학교,경기도 수원시 팔달구 세지로 254,37.27423255,127.0245216
수원농생명과학고등학교,경기도 수원시 장안구 광교산로 13,37.29515359,127.0194502
수원여자고등학교,경기도 수원시 팔달구 고등로59번길 72,37.27682819,127.0043551
수원외국어고등학교,경기도 수원시 영통구 창룡대로 263,37.29599326,127.0351158
수원정보과학고등학교,경기도 수원시 영통구 동수원로551번길 16,37.27608009,127.0497818
수원칠보고등학교,경기도 수원시 권선구 금곡로 127,37.27513582,126.944923
수원하이텍고등학교,경기도 수원시 영통구 청명북로 56,37.25629389,127.0812925
수일고등학교,경기도 수원시 장안구 수일로233번길 59,37.30771516,127.0180455
수주고등학교,경기도 부천시 역곡로 531,37.5324198,126.815192
수지고등학교,경기도 용인시 수지구 수풍로 73,37.33131985,127.0922274
수택고등학교,경기도 구리시 검배로 145,37.59487583,127.1542326
숙명여자고등학교,서울특별시 강남구 남부순환로 2807,37.49147536,127.0526126
숙지고등학교,경기도 수원시 팔달구 수성로182번길 100,37.28296783,126.9932658
순심고등학교,경상북도 칠곡군 왜관읍 평장2길 6,35.9864732,128.4032262
순심여자고등학교,경상북도 칠곡군 왜관읍 남부1길 22,35.98647718,128.3958253
순창고등학교,전라북도 순창군 순창읍 옥천로 67-14,35.37990162,127.1405508
순창제일고등학교,전라북도 순창군 순창읍 담순로 1411,35.37893092,127.1514256
순천강남여자고등학교,전라남도 순천시 조례1길 43,34.96313964,127.5242459
순천고등학교,전라남도 순천시 우석로 191,34.94628861,127.4871706
순천공업고등학교,전라남도 순천시 유동길 50,34.95557109,127.5167914
순천금당고등학교,전라남도 순천시 기적의도서관1길 34,34.95086788,127.5233515
순천매산고등학교,전라남도 순천시 영동길 58,34.95746444,127.4804446
순천매산여자고등학교,전라남도 순천시 매산길 43,34.95868582,127.4813153
순천복성고등학교,전라남도 순천시 해룡면 복성길 17,34.94660642,127.5441558
순천여자고등학교,전라남도 순천시 저전길 54,34.94777693,127.4831409
순천전자고등학교,전라남도 순천시 서면 순천로 86,34.99825546,127.4880054
순천제일고등학교,전라남도 순천시 중앙로 491-8,34.98863327,127.4885276
순천청암고등학교,전라남도 순천시 녹색로 1641,34.92772924,127.4895729
순천팔마고등학교,전라남도 순천시 삼산로 140,34.9747943,127.4979343
순천효산고등학교,전라남도 순천시 삼산로 104,34.97321267,127.4954825
순천효천고등학교,전라남도 순천시 녹색로 1360,34.90505459,127.4844121
숭덕고등학교,광주광역시 광산구 월계로 117-8,35.21450644,126.8393251
숭덕여자고등학교,인천광역시 남동구 만수로73번길 20-23,37.46428211,126.7339171
숭문고등학교,서울특별시 마포구 숭문길 99,37.55087275,126.9457596
숭신여자고등학교,경기도 성남시 중원구 황송로77번길 34,37.45026861,127.1700177
숭실고등학교,서울특별시 은평구 은평터널로7길 6,37.59327482,126.9024039
숭의과학기술고등학교,광주광역시 남구 오방로 34-13,35.12902417,126.9237699
숭의여자고등학교,서울특별시 동작구 여의대방로36길 79,37.50736414,126.9292433
시온고등학교,경기도 부천시 은성로 172-20,37.47148659,126.8051061
시지고등학교,대구광역시 수성구 신매로 6,35.83011697,128.7074233
시흥고등학교,경기도 시흥시 상직길 25,37.38959641,126.8140881
시흥능곡고등학교,경기도 시흥시 승지로 107,37.37393847,126.8119474
시흥매화고등학교,경기도 시흥시 매화로 35,37.41607446,126.815906
신갈고등학교,경기도 용인시 기흥구 백남준로 13,37.26975906,127.1113065
신광여자고등학교,서울특별시 용산구 청파로 263,37.54289988,126.9694475
신길고등학교,경기도 안산시 단원구 신길로 45,37.33443136,126.787526
신남고등학교,강원도 인제군 남면 신남로 47-35,37.96985666,128.0794889
신도고등학교,부산광역시 해운대구 좌동순환로 64,35.17207941,129.1674214
신도고등학교,서울특별시 은평구 통일로 961,37.62913251,126.9187486
신도림고등학교,서울특별시 구로구 경인로67길 159,37.51406292,126.8820838
신등고등학교,경상남도 산청군 신등면 신등가회로 125,35.38846187,128.0130664
신라고등학교,경상북도 경주시 태종로 526,35.83985237,129.1875967
신라공업고등학교,경상북도 경주시 천북면 천북로 41-21,35.8936469,129.242522
신림고등학교,서울특별시 관악구 문성로 119,37.47921049,126.9169672
신명고등학교,대구광역시 중구 국채보상로102길 48,35.86838328,128.584035
신명여자고등학교,인천광역시 남동구 용천로205번길 42,37.46923037,126.7130184
신목고등학교,서울특별시 양천구 안양천로 739,37.51290943,126.873607
신반정보고등학교,경상남도 의령군 부림면 한지28길 8,35.46426124,128.3196889
신봉고등학교,경기도 용인시 수지구 신봉3로 45,37.32774897,127.0629561
신서고등학교,서울특별시 양천구 은행정로 42,37.52391432,126.8602096
신선여자고등학교,울산광역시 남구 수암로178번길 14,35.52506185,129.3259457
신성고등학교,경기도 안양시 만안구 소곡로 93,37.38415457,126.918832
신성여자고등학교,제주특별자치도 제주시 아봉로 174-1,33.47698922,126.5640675
신송고등학교,인천광역시 연수구 신송로6번길 56,37.3920074,126.6596644
신안해양과학고등학교,전라남도 신안군 압해읍 구항길 41,34.86192398,126.3145296
신원고등학교,"경기도 고양시 덕양구 통일로 391, 신원고등학교 (신원동)",37.66837954,126.887011
신일고등학교,서울특별시 강북구 솔매로49길 20,37.62796722,127.0284031
신일비즈니스고등학교,경기도 고양시 일산서구 킨텍스로 452,37.68305784,126.7621788
신장고등학교,경기도 하남시 신장동로 19,37.54382753,127.2096778
신정고등학교,울산광역시 남구 문수로 458,35.53293825,129.3019906
신정고등학교,부산광역시 기장군 정관읍 정관3로 14,35.32826001,129.1667905
신진과학기술고등학교,서울특별시 은평구 은평로6길 16,37.59871385,126.9188364
신천고등학교,경기도 시흥시 포도원로 50,37.4351037,126.7783978
신철원고등학교,강원도 철원군 갈말읍 명성로149번길 64,38.14706658,127.3038496
신탄진고등학교,대전광역시 대덕구 신탄진북로 14,36.44970668,127.4359505
신태인고등학교,전라북도 정읍시 신태인읍 서태길 108,35.69198097,126.8937261
신평고등학교,충청남도 당진시 신평면 서해로 7076,36.88305267,126.7615205
신한고등학교,경기도 평택시 신한1길 26,36.99427251,127.1028773
신현고등학교,서울특별시 중랑구 봉화산로 174,37.60524905,127.0929499
신흥고등학교,경기도 동두천시 신천로 159,37.93106706,127.0478141
심석고등학교,경기도 남양주시 화도읍 마석로 62,37.65603445,127.3068854
심원고등학교,경기도 부천시 계남로 284,37.50469091,126.7791341
심인고등학교,대구광역시 달성군 다사읍 대실역남로1길 5,35.85311035,128.4656693
쌘뽈여자고등학교,충청남도 논산시 시민로 411,36.20047383,127.0854946
아름고등학교,세종특별자치시 달빛1로 151,36.51303923,127.2452501
아림고등학교,경상남도 거창군 거창읍 정장길 19,35.6776769,127.9132196
아산고등학교,충청남도 아산시 번영로115번길 21,36.78906056,127.0046035
아산전자기계고등학교,충청남도 아산시 둔포면 둔포중앙로133번길 42,36.92907586,127.0436616
안강전자고등학교,경상북도 경주시 안강읍 안강중앙로 269,35.99278593,129.2298687
안계고등학교,경상북도 의성군 안계면 용기9길 9,36.38339339,128.4339089
안곡고등학교,경기도 고양시 일산동구 하늘마을로 75,37.68200197,126.7872084
안남고등학교,인천광역시 계양구 아나지로308번길 9,37.52503666,126.7271275
안동고등학교,경상북도 안동시 강남로 550,36.54382299,128.7600811
안동여자고등학교,경상북도 안동시 법상윗3길 32,36.57303974,128.7256251
안동중앙고등학교,경상북도 안동시 서악길 45,36.56002748,128.708754
안면고등학교,충청남도 태안군 안면읍 조운막터길 73,36.50942768,126.3560096
안법고등학교,경기도 안성시 명륜길 66,37.01333556,127.273268
안산강서고등학교,경기도 안산시 단원구 삼일로 367,37.33479362,126.8179386
안산고등학교,경기도 안산시 상록구 청룡4길 8,37.36050434,126.8736141
안산공업고등학교,경기도 안산시 상록구 안산공고로 51,37.33634683,126.8615892
안산국제비즈니스고등학교,경기도 안산시 상록구 수인로 1981,37.36094704,126.8741442
안산동산고등학교,경기도 안산시 상록구 충장로 56,37.28686737,126.8585591
안산디자인문화고등학교,경기도 안산시 상록구 각골로 87,37.29692001,126.8713099
안성고등학교,전라북도 무주군 안성면 구량천로 147,35.87032408,127.6537838
안성고등학교,경기도 안성시 금산길 57,37.01403178,127.2713539
안성여자고등학교,경기도 안성시 남파로 73-10,37.01814312,127.257949
안양고등학교,경기도 안양시 만안구 삼봉로 46,37.40048898,126.90136
안양공업고등학교,경기도 안양시 만안구 양화로28번길 69,37.39956392,126.914329
안양여자고등학교,경기도 안양시 만안구 안양로 357,37.40353299,126.9163026
안양여자상업고등학교,경기도 안양시 만안구 양화로37번길 36,37.39571621,126.9090332
안양예술고등학교,경기도 안양시 만안구 양화로25번길 40,37.39580704,126.9114168
안양외국어고등학교,경기도 안양시 만안구 양화로37번길 36,37.39571621,126.9090332
안의고등학교,경상남도 함양군 안의면 안의배움길 30,35.63108414,127.8198627
안좌고등학교,전라남도 신안군 안좌면 중부로 790-7,34.75002635,126.1291567
안중고등학교,경기도 평택시 안중읍 안중믿음길 32,36.98699168,126.9232225
안천고등학교,전라북도 진안군 안천면 진무로 3071-9,35.90029728,127.5601694
안화고등학교,경기도 화성시 병점3로 132-19,37.2119228,127.0484625
안흥고등학교,강원도 횡성군 안흥면 서동로 1121,37.41259236,128.1527598
압구정고등학교,서울특별시 강남구 압구정로39길 20,37.53113395,127.0327116
애월고등학교,제주특별자치도 제주시 애월읍 일주서로 6372-20,33.4602189,126.3333962
야로고등학교,경상남도 합천군 야로면 역산길 13,35.70324315,128.1697233
야탑고등학교,경기도 성남시 분당구 판교로 738,37.40376833,127.1535645
약목고등학교,경상북도 칠곡군 약목면 무림1길 6-26,36.02715812,128.3720695
약사고등학교,울산광역시 중구 종가로 560,35.57354536,129.3359984
약산고등학교,전라남도 완도군 약산면 약산로 366,34.39213844,126.8996588
양곡고등학교,경기도 김포시 양촌읍 양곡4로 138,37.65963944,126.6251468
양구고등학교,강원도 양구군 양구읍 중심로 115,38.10101742,127.9908281
양구여자고등학교,강원도 양구군 양구읍 박수근로 327,38.1009114,127.9808197
양동고등학교,경기도 양평군 양동면 학둔지윗길 47-7,37.42168348,127.755652
양명고등학교,경기도 안양시 만안구 경수대로1001번길 184,37.40864037,126.9200167
양명여자고등학교,경기도 안양시 만안구 경수대로1001번길 150,37.40697627,126.9221725
양산고등학교,경상남도 양산시 호국학도병길 2,35.34866256,129.0445079
양산남부고등학교,경상남도 양산시 양주로 7,35.33258201,129.024749
양산여자고등학교,경상남도 양산시 교동1길 21,35.34455592,129.0250861
양산제일고등학교,경상남도 양산시 회현1길 36,35.34459992,129.023799
양서고등학교,경기도 양평군 양서면 상촌길 31-12,37.54806766,127.3279564
양양고등학교,강원도 양양군 양양읍 복개길 23-12,38.07266653,128.6165084
양업고등학교,충청북도 청주시 흥덕구 옥산면 환희길 277,36.67137226,127.3473567
양영디지털고등학교,경기도 성남시 분당구 불정로386번길 35,37.37401753,127.1400112
양운고등학교,부산광역시 해운대구 양운로 176,35.17786581,129.1705491
양일고등학교,경기도 양평군 양평읍 관문2길 9,37.49437051,127.4934909
양재고등학교,서울특별시 서초구 남부순환로346길 9,37.48242164,127.0320796
양정고등학교,부산광역시 부산진구 양정로 46,35.16990941,129.0750869
양정고등학교,서울특별시 양천구 안양천로 1039,37.53539226,126.8877343
양주고등학교,경기도 양주시 삼숭로38번길 78-52,37.7949038,127.1074448
양주백석고등학교,경기도 양주시 백석읍 꿈나무로 205,37.79179274,126.9867415
양지고등학교,세종특별자치시 갈매로 518,36.50957686,127.2692915
양지고등학교,경기도 안산시 단원구 화정천동로 50,37.30918755,126.8220702
양천고등학교,서울특별시 양천구 신정로14길 13,37.5083206,126.8452028
양청고등학교,충청북도 청주시 청원구 오창읍 양청6길 33,36.72699018,127.4335201
양평고등학교,경기도 양평군 양평읍 양근로 260,37.48542599,127.496038
양평전자과학고등학교,경기도 양평군 양서면 대심상심길 13,37.51009186,127.4009331
양현고등학교,전라북도 전주시 덕진구 틀못2길 9,35.84218419,127.0587816
언남고등학교,서울특별시 서초구 동산로13길 35,37.47233002,127.0430052
언양고등학교,울산광역시 울주군 언양읍 언양로 53,35.56176926,129.1320192
여강고등학교,경기도 여주시 북내면 여강로 337-8,37.32944528,127.6834973
여남고등학교,전라남도 여수시 남면 우실해안길 5,34.51226252,127.7679765
여량고등학교,강원도 정선군 여량면 여량7길 42,37.46878049,128.7263062
여산고등학교,전라북도 익산시 여산면 가람로 465,36.06692491,127.0828426
여수고등학교,전라남도 여수시 공화남3길 10,34.74635818,127.7453949
여수공업고등학교,전라남도 여수시 군자길 75,34.74436688,127.7363763
여수석유화학고등학교,전라남도 여수시 대통1길 45,34.77872793,127.6431612
여수여자고등학교,전라남도 여수시 관문1길 41,34.74145865,127.7458079
여수정보과학고등학교,전라남도 여수시 여문2로 148,34.75249359,127.6983989
여수중앙여자고등학교,전라남도 여수시 덕충6길 79,34.75308935,127.7329194
여수충무고등학교,전라남도 여수시 미평7길 16,34.77142832,127.7110233
여수해양과학고등학교,전라남도 여수시 돌산읍 돌산로 1201-18,34.61413689,127.727
여수화양고등학교,전라남도 여수시 화양면 화동로 203,34.6891898,127.5986936
여양고등학교,전라남도 여수시 소라면 덕양로 345,34.78900295,127.6314339
여의도고등학교,서울특별시 영등포구 국제금융로7길 37,37.52505101,126.9342192
여의도여자고등학교,서울특별시 영등포구 국제금융로7가길 13,37.52288764,126.9350871
여주고등학교,경기도 여주시 세종로 254-58,37.27191005,127.6326848
여주자영농업고등학교,경기도 여주시 능서면 농도원1길 78-1,37.29575224,127.6204481
여주제일고등학교,경기도 여주시 가남읍 여주남로 1155-15,37.20517928,127.5555129
여천고등학교,전라남도 여수시 가곡길 63,34.77142321,127.6624054
역곡고등학교,경기도 부천시 안곡로 322,37.49172578,126.8096089
연무고등학교,충청남도 논산시 연무읍 동안로887번길 5,36.13536466,127.1046328
연무대기계공업고등학교,충청남도 논산시 연무읍 연무로 268-9,36.12582063,127.1068829
연수고등학교,인천광역시 연수구 원인재로 145,37.41173562,126.6801271
연수여자고등학교,인천광역시 연수구 먼우금로141번길 9,37.41103535,126.6723295
연제고등학교,부산광역시 연제구 쌍미천로30번길 31,35.17761715,129.0918363
연천고등학교,경기도 연천군 연천읍 연천로336번길 13,38.10822391,127.0766731
연초고등학교,경상남도 거제시 연초면 연사1길 40,34.91365209,128.6470793
연평고등학교,인천광역시 옹진군 연평면 연평로 137번길 101,37.66412851,125.7010233
염광고등학교,서울특별시 노원구 월계로45가길 9,37.63028445,127.0492646
염광여자메디텍고등학교,서울특별시 노원구 월계로45가길 9,37.63028445,127.0492646
영광고등학교,경상북도 영주시 의상로 62,36.84190407,128.6432161
영광고등학교,전라남도 영광군 영광읍 옥당로 13-22,35.26694504,126.5065896
영광공업고등학교,전라남도 영광군 영광읍 월현로 34,35.27888642,126.5020801
영광여자고등학교,경상북도 영주시 숫골길23번길 39,36.83198724,128.6211922
영광전자고등학교,전라남도 영광군 염산면 칠산로 98-27,35.22288655,126.3712771
영남고등학교,대구광역시 달서구 월곡로 300,35.82076999,128.5363043
영남공업고등학교,대구광역시 수성구 교학로 96,35.84842817,128.6469293
영남삼육고등학교,경상북도 경산시 남산면 서원길 58-31,35.78747508,128.8286797
영덕고등학교,경상북도 영덕군 영덕읍 군청1길 13,36.41488843,129.3679427
영덕고등학교,경기도 수원시 영통구 매영로 334,37.25242219,127.0684717
영덕여자고등학교,경상북도 영덕군 영덕읍 영덕로 206,36.41316714,129.3745519
영도여자고등학교,부산광역시 영도구 중리북로21번길 42,35.07352806,129.0659942
영동고등학교,서울특별시 강남구 선릉로 742,37.52138901,127.0437393
영동고등학교,충청북도 영동군 영동읍 계산로 122,36.16949301,127.7884058
영동고등학교,경상북도 영천시 안야사길 13,35.97778874,128.9465541
영동미래고등학교,충청북도 영동군 영동읍 대학로 10,36.17809238,127.7795959
영동산업과학고등학교,충청북도 영동군 영동읍 학산영동로 1213,36.17254541,127.7711799
영동일고등학교,서울특별시 송파구 석촌호수로 93,37.51003447,127.089867
영등포고등학교,서울특별시 동작구 등용로8길 5,37.5080846,126.9331435
영등포공업고등학교,서울특별시 강서구 허준로5길 15,37.56983562,126.8500283
영등포여자고등학교,서울특별시 영등포구 영등포로62길 13,37.51538845,126.9153563
영락고등학교,서울특별시 관악구 청룡16길 25,37.47654259,126.9454164
영락의료과학고등학교,서울특별시 관악구 청룡16길 25,37.47658804,126.9454164
영복여자고등학교,경기도 수원시 팔달구 장안로7번길 49-1,37.28562481,127.0016721
영북고등학교,경기도 포천시 영북면 영북로 136,38.08606458,127.2762709
영산고등학교,전라남도 나주시 영강길 32,35.00894093,126.7139419
영산고등학교,경상남도 창녕군 영산면 영산새싹길 13,35.4596521,128.5281631
영산고등학교,부산광역시 해운대구 반송순환로 142-1,35.22605862,129.1554497
영산성지고등학교,전라남도 영광군 백수읍 성지로 1218-6,35.32251596,126.4361801
영생고등학교,경기도 수원시 장안구 서부로2198번길 22,37.30473311,126.9742361
영서고등학교,강원도 원주시 치악로 1384,37.3130767,127.9797602
영선고등학교,전라북도 고창군 무장면 왕제산로 713,35.41422378,126.5580061
영송여자고등학교,대구광역시 북구 태전로 92,35.92901653,128.5418413
영신간호비즈니스고등학교,서울특별시 노원구 중계로16나길 13,37.65245209,127.083205
영신고등학교,대구광역시 동구 팔공로50길 32,35.92000422,128.646424
영신고등학교,서울특별시 영등포구 대방천로14길 18,37.49810094,126.909739
영신여자고등학교,서울특별시 노원구 중계로16나길 13,37.65245209,127.0832893
영신여자고등학교,경기도 수원시 권선구 삼천병마로1566번길 30,37.2419379,126.9669823
영암고등학교,전라남도 영암군 영암읍 영암초중고길 40,34.79909753,126.686741
영암낭주고등학교,전라남도 영암군 학산면 영산로 76-35,34.72974846,126.5634162
영암여자고등학교,전라남도 영암군 영암읍 여중고길 12,34.80443156,126.7034113
영암전자과학고등학교,전라남도 영암군 신북면 황금동로 16-13,34.88322061,126.6907254
영양고등학교,경상북도 영양군 영양읍 중앙로 81,36.66077434,129.1108216
영양여자고등학교,경상북도 영양군 영양읍 영양창수로 141,36.66188808,129.1297626
영월고등학교,강원도 영월군 영월읍 오무개길 51,37.19059443,128.4711874
영일고등학교,서울특별시 강서구 등촌로51가길 26,37.54728726,126.8620589
영일고등학교,경상북도 포항시 남구 연일읍 동문로 56,35.99550078,129.3534252
영종국제물류고등학교,인천광역시 중구 운남서로10번길 1,37.4900632,126.5311287
영주고등학교,경상북도 영주시 이산로 31,36.82270182,128.6412982
영주고등학교,제주특별자치도 제주시 첨단동길 92,33.45478672,126.5797642
영주동산고등학교,경상북도 영주시 영봉로 49,36.81859532,128.6455598
영주여자고등학교,경상북도 영주시 명륜길 58,36.83029873,128.6287893
영주제일고등학교,경상북도 영주시 신재로 36,36.83292511,128.6091428
영진고등학교,대구광역시 북구 동북로57길 9,35.89461538,128.6220754
영천고등학교,경상북도 영천시 영천고2길 12,35.97350714,128.944752
영천성남여자고등학교,경상북도 영천시 남촌길 17,35.9492794,128.9317962
영천여자고등학교,경상북도 영천시 최무선로 180,35.96231029,128.9201492
영천전자고등학교,경상북도 영천시 화남면 천문로 1709,36.06838306,128.897874
영파여자고등학교,서울특별시 송파구 올림픽로 565,37.53273562,127.1197395
영해고등학교,경상북도 영덕군 영해면 예주길 135,36.54233749,129.4132252
영화국제관광고등학교,인천광역시 동구 우각로 39,37.47139745,126.6403955
영훈고등학교,서울특별시 강북구 도봉로13가길 19,37.61468188,127.0280933
영흥고등학교,전라남도 목포시 삼각로43번길 9,34.80525243,126.416556
예당고등학교,전라남도 보성군 득량면 예당길 155-12,34.78058113,127.1993808
예당고등학교,경기도 화성시 삼성1로 47,37.20845778,127.0802397
예림디자인고등학교,서울특별시 구로구 오리로21길 2,37.50035507,126.827683
예문여자고등학교,부산광역시 남구 동명로92번길 76,35.11552808,129.1075077
예산고등학교,충청남도 예산군 예산읍 예산로 101,36.67989903,126.8374837
예산여자고등학교,충청남도 예산군 예산읍 주교로 36,36.68476749,126.8336459
예산예화여자고등학교,충청남도 예산군 예산읍 예산로 117,36.68005465,126.8390082
예산전자공업고등학교,충청남도 예산군 예산읍 벚꽃로351번길 21,36.7137605,126.8373857
예일디자인고등학교,서울특별시 은평구 연서로 117,37.6109459,126.9147928
예일메디텍고등학교,경상북도 안동시 뒨지게길 85,36.54739565,128.7208676
예일여자고등학교,서울특별시 은평구 연서로 117,37.6109459,126.9147928
예천여자고등학교,경상북도 예천군 예천읍 효자로 205,36.66512706,128.4604323
오금고등학교,서울특별시 송파구 중대로 247,37.50453217,127.128969
오남고등학교,경기도 남양주시 오남읍 진건오남로 784-27,37.69821404,127.2065483
오류고등학교,서울특별시 구로구 오리로21길 2,37.50035507,126.827683
오산고등학교,경기도 오산시 청학로 43,37.15430591,127.0626056
오산고등학교,서울특별시 용산구 보광로7길 17,37.52350529,127.0008872
오산정보고등학교,경기도 오산시 청학로5번길 20,37.15389008,127.059967
오상고등학교,경상북도 구미시 장천면 강동로 164,36.12502535,128.4961942
오성고등학교,대구광역시 수성구 달구벌대로522길 78,35.85447266,128.6447837
오송고등학교,충청북도 청주시 흥덕구 오송읍 오송생명3로 95,36.62962002,127.3259846
오수고등학교,전라북도 임실군 오수면 충효로 2099-23,35.54753286,127.3281427
오창고등학교,충청북도 청주시 청원구 오창읍 괴정1길 10,36.7341991,127.4616514
오천고등학교,경상북도 포항시 남구 오천읍 해병로 293,35.96902488,129.4127932
오현고등학교,제주특별자치도 제주시 일주동로 101,33.51780188,126.5564487
옥과고등학교,전라남도 곡성군 옥과면 대학로 99,35.27425388,127.1299726
옥련여자고등학교,인천광역시 연수구 옥골로 77,37.43190903,126.6488476
옥빛고등학교,경기도 양주시 옥정로4길 12 (옥정동),37.81445526,127.091777
옥정고등학교,경기도 양주시 옥정로7길 47,37.82768859,127.0887218
옥종고등학교,경상남도 하동군 옥종면 옥수로 4-9,35.17816307,127.8845972
옥천고등학교,충청북도 옥천군 옥천읍 중앙로 115,36.30838922,127.5700421
